species_name,siteID,year,ba,trees,reg,dbh,growth,n_at_risk,n_died,mort,species
Abies grandis,44,1,0,0,0,,,0,0,,5
Tsuga heterophylla,44,1,0.0210802978991537,0.25,0,32.766,0.0238095238095237,1,0,0,6
Tsuga mertensiana,44,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,44,1,0,0,0,,,0,0,,8
Alnus rubra,44,1,0,0,0,,,0,0,,9
Abies amabilis,44,1,0,0,0,,,0,0,,10
other,44,1,0.175938970892233,1.25,0,38.9128,0.0992919971160779,4,0,0,11
Pseudotsuga menziesii,44,2,0.631524732423584,6.5,0,35.1325089285714,0.075087693173089,31,5,0.161290322580645,1
Pinus ponderosa,44,2,0.0179387115287492,0.25,0,30.226,0.00847457627118642,1,0,0,2
Pinus contorta,44,2,0,0,0,,,0,0,,3
Abies concolor,44,2,0.28916782417136,3.75,0,30.96895,0.0875092655351823,15,0,0,4
Abies grandis,44,2,0,0,0,,,0,0,,5
Tsuga heterophylla,44,2,0.0214083909918693,0.25,0,33.02,0.00775193798449636,1,0,0,6
Tsuga mertensiana,44,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,44,2,0,0,0,,,0,0,,8
Alnus rubra,44,2,0,0,0,,,0,0,,9
Abies amabilis,44,2,0,0,0,,,0,0,,10
other,44,2,0.182693381588603,1.5,4.16666666666667,31.3548888888889,-0.0354486192629767,2,0,0,11
Pseudotsuga menziesii,45,1,0.821125803720984,6.5,8.33333333333333,35.9283,0.0349223469734824,25,1,0.04,1
Pinus ponderosa,45,1,0,0,0,,,0,0,,2
Pinus contorta,45,1,0,0,0,,,0,0,,3
Abies concolor,45,1,0.0604159995014924,1,0,27.3896666666667,0.0442338603072961,5,1,0.2,4
Abies grandis,45,1,0,0,0,,,0,0,,5
Tsuga heterophylla,45,1,0.0125169415024059,0.5,4.16666666666667,17.653,0.111111111111111,1,0,0,6
Tsuga mertensiana,45,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,45,1,0,0,0,,,0,0,,8
Alnus rubra,45,1,0,0,0,,,0,0,,9
Abies amabilis,45,1,0,0,0,,,0,0,,10
other,45,1,0.205099986314294,0.5,0,69.85,0.0159149635893821,3,1,0.333333333333333,11
Pseudotsuga menziesii,45,2,0.98630610806328,7.5,25,35.7759,0.0271105769824442,26,2,0.0769230769230769,1
Pinus ponderosa,45,2,0,0,0,,,0,0,,2
Pinus contorta,45,2,0,0,0,,,0,0,,3
Abies concolor,45,2,0.0670906037699042,1.25,4.16666666666667,23.4808888888889,0.0310409073918325,4,0,0,4
Abies grandis,45,2,0,0,0,,,0,0,,5
Tsuga heterophylla,45,2,0.0157953388921667,0.5,0,19.939,0.136970338983051,2,0,0,6
Tsuga mertensiana,45,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,45,2,0,0,0,,,0,0,,8
Alnus rubra,45,2,0,0,0,,,0,0,,9
Abies amabilis,45,2,0,0,0,,,0,0,,10
other,45,2,0.214662823213562,0.75,4.16666666666667,51.7313333333333,0.0203330677895376,2,0,0,11
Pseudotsuga menziesii,46,1,1.69261326378947,6.25,25,54.2501666666667,0.329849635901566,19,0,0,1
Pinus ponderosa,46,1,0,0,0,,,0,0,,2
Pinus contorta,46,1,0,0,0,,,0,0,,3
Abies concolor,46,1,0,0,0,,,0,0,,4
Abies grandis,46,1,0,0,0,,,0,0,,5
Tsuga heterophylla,46,1,0,0,0,,,0,0,,6
Tsuga mertensiana,46,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,46,1,0,0,0,,,0,0,,8
Alnus rubra,46,1,0,0,0,,,0,0,,9
Abies amabilis,46,1,0,0,0,,,0,0,,10
other,46,1,0.880176226566308,1.5,0,61.0616,0.163832705864815,6,0,0,11
Pseudotsuga menziesii,46,2,1.66903996509315,3.75,0,62.2088333333333,0.104339843235106,16,1,0.0625,1
Pinus ponderosa,46,2,0,0,0,,,0,0,,2
Pinus contorta,46,2,0,0,0,,,0,0,,3
Abies concolor,46,2,0,0,0,,,0,0,,4
Abies grandis,46,2,0,0,0,,,0,0,,5
Tsuga heterophylla,46,2,0,0,0,,,0,0,,6
Tsuga mertensiana,46,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,46,2,0,0,0,,,0,0,,8
Alnus rubra,46,2,0,0,0,,,0,0,,9
Abies amabilis,46,2,0,0,0,,,0,0,,10
other,46,2,0.467374311032555,1,0,66.04,0.0386312346055301,6,2,0.333333333333333,11
Pseudotsuga menziesii,47,1,0.384969740475626,4.25,4.16666666666667,32.1352333333333,0.23536632559324,16,0,0,1
Pinus ponderosa,47,1,0.0465752847099443,1.25,4.16666666666667,22.0133333333333,0.30441327400911,4,0,0,2
Pinus contorta,47,1,0.134318018559165,2.5,4.16666666666667,25.1206,0.081702805505471,11,2,0.181818181818182,3
Abies concolor,47,1,0.00568652468417167,0.25,4.16666666666667,17.018,,0,0,,4
Abies grandis,47,1,0,0,0,,,0,0,,5
Tsuga heterophylla,47,1,0,0,0,,,0,0,,6
Tsuga mertensiana,47,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,47,1,0,0,0,,,0,0,,8
Alnus rubra,47,1,0,0,0,,,0,0,,9
Abies amabilis,47,1,0,0,0,,,0,0,,10
other,47,1,0.020006078043467,0.5,0,22.225,0.248738435660219,2,0,0,11
Pseudotsuga menziesii,47,2,0.546926118482164,4.25,0,38.6686777777778,0.220685966329824,17,0,0,1
Pinus ponderosa,47,2,0.066058187281243,1,0,28.1305,0.244834014300306,4,0,0,2
Pinus contorta,47,2,0.0553767936218678,1.5,0,21.463,0.143429360932997,8,2,0.25,3
Abies concolor,47,2,0.0145032348204681,0.25,0,27.178,0.597014925373134,1,0,0,4
Abies grandis,47,2,0,0,0,,,0,0,,5
Tsuga heterophylla,47,2,0,0,0,,,0,0,,6
Tsuga mertensiana,47,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,47,2,0,0,0,,,0,0,,8
Alnus rubra,47,2,0,0,0,,,0,0,,9
Abies amabilis,47,2,0,0,0,,,0,0,,10
other,47,2,0.0320251794476596,0.5,0,27.813,0.238673139158577,2,0,0,11
Pseudotsuga menziesii,48,1,3.47813387740886,6.75,12.5,66.6843738095238,0.117325019541766,24,0,0,1
Pinus ponderosa,48,1,0,0,0,,,0,0,,2
Pinus contorta,48,1,0,0,0,,,0,0,,3
Abies concolor,48,1,0,0,0,,,0,0,,4
Abies grandis,48,1,0,0,0,,,0,0,,5
Tsuga heterophylla,48,1,0,0,0,,,0,0,,6
Tsuga mertensiana,48,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,48,1,0,0,0,,,0,0,,8
Alnus rubra,48,1,0,0,0,,,0,0,,9
Abies amabilis,48,1,0,0,0,,,0,0,,10
other,48,1,0.0107688006995196,0.5,4.16666666666667,16.383,0.37037037037037,1,0,0,11
Pseudotsuga menziesii,48,2,3.92493586479005,7,4.16666666666667,71.0912486111111,0.0844266820854497,27,0,0,1
Pinus ponderosa,48,2,0,0,0,,,0,0,,2
Pinus contorta,48,2,0,0,0,,,0,0,,3
Abies concolor,48,2,0,0,0,,,0,0,,4
Abies grandis,48,2,0,0,0,,,0,0,,5
Tsuga heterophylla,48,2,0,0,0,,,0,0,,6
Tsuga mertensiana,48,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,48,2,0,0,0,,,0,0,,8
Alnus rubra,48,2,0,0,0,,,0,0,,9
Abies amabilis,48,2,0,0,0,,,0,0,,10
other,48,2,0,0,0,,,2,2,1,11
Pseudotsuga menziesii,49,1,0.604561560692109,1.25,8.33333333333333,80.7437777777778,0.0431658898350893,3,0,0,1
Pinus ponderosa,49,1,0,0,0,,,0,0,,2
Pinus contorta,49,1,0,0,0,,,0,0,,3
Abies concolor,49,1,0.0909894620215377,1.5,8.33333333333333,20.3623333333333,0.0789568205315333,4,0,0,4
Abies grandis,49,1,0,0,0,,,0,0,,5
Tsuga heterophylla,49,1,0.360125872775476,1.75,0,43.7162222222222,0.0504767351997741,7,0,0,6
Tsuga mertensiana,49,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,49,1,0,0,0,,,0,0,,8
Alnus rubra,49,1,0,0,0,,,0,0,,9
Abies amabilis,49,1,0,0,0,,,0,0,,10
other,49,1,0.523322417337105,3.5,8.33333333333333,33.9241190476191,0.0406366807013121,13,1,0.0769230769230769,11
Pseudotsuga menziesii,49,2,0.746993232760322,1.5,4.16666666666667,79.756,0.0180540527905071,5,0,0,1
Pinus ponderosa,49,2,0,0,0,,,0,0,,2
Pinus contorta,49,2,0,0,0,,,0,0,,3
Abies concolor,49,2,0.077823934945887,1.25,0,21.8157777777778,0.0992047008710905,5,0,0,4
Abies grandis,49,2,0,0,0,,,0,0,,5
Tsuga heterophylla,49,2,0.523669511960287,2.25,8.33333333333333,47.9213333333333,0.0663192274933434,7,0,0,6
Tsuga mertensiana,49,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,49,2,0,0,0,,,0,0,,8
Alnus rubra,49,2,0,0,0,,,0,0,,9
Abies amabilis,49,2,0,0,0,,,0,0,,10
other,49,2,0.563338373730132,3.75,4.16666666666667,33.7961111111111,0.0509607985288471,14,0,0,11
Pseudotsuga menziesii,50,1,0.772289336885567,4,8.33333333333333,45.0729047619048,0.0957167808279412,14,0,0,1
Pinus ponderosa,50,1,0,0,0,,,0,0,,2
Pinus contorta,50,1,0,0,0,,,0,0,,3
Abies concolor,50,1,0,0,0,,,0,0,,4
Abies grandis,50,1,0,0,0,,,0,0,,5
Tsuga heterophylla,50,1,0,0,0,,,0,0,,6
Tsuga mertensiana,50,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,50,1,0,0,0,,,0,0,,8
Alnus rubra,50,1,0,0,0,,,0,0,,9
Abies amabilis,50,1,0,0,0,,,0,0,,10
other,50,1,0.15795718922776,0.5,4.16666666666667,61.595,0.102409638554217,1,0,0,11
Pseudotsuga menziesii,50,2,0.122523135214473,0.25,4.16666666666667,78.994,,0,0,,1
Pinus ponderosa,50,2,0,0,0,,,0,0,,2
Pinus contorta,50,2,0,0,0,,,0,0,,3
Abies concolor,50,2,0,0,0,,,0,0,,4
Abies grandis,50,2,0,0,0,,,0,0,,5
Tsuga heterophylla,50,2,0,0,0,,,0,0,,6
Tsuga mertensiana,50,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,50,2,0,0,0,,,0,0,,8
Alnus rubra,50,2,0,0,0,,,0,0,,9
Abies amabilis,50,2,0,0,0,,,0,0,,10
other,50,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,51,1,2.81137777396362,3.25,4.16666666666667,89.8877777777778,0.144794613771792,12,0,0,1
Pinus ponderosa,51,1,0,0,0,,,0,0,,2
Pinus contorta,51,1,0.0122382523889023,0.5,0,17.653,0.242726122707147,2,0,0,3
Abies concolor,51,1,0.347404981512733,5.5,12.5,25.3417916666667,0.100419767803807,20,1,0.05,4
Abies grandis,51,1,0,0,0,,,0,0,,5
Tsuga heterophylla,51,1,0,0,0,,,0,0,,6
Tsuga mertensiana,51,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,51,1,0,0,0,,,0,0,,8
Alnus rubra,51,1,0,0,0,,,0,0,,9
Abies amabilis,51,1,0,0,0,,,0,0,,10
other,51,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,51,2,2.96192816661568,3.5,12.5,90.5735777777778,0.0955045041130942,13,2,0.153846153846154,1
Pinus ponderosa,51,2,0,0,0,,,0,0,,2
Pinus contorta,51,2,0,0,0,,,2,2,1,3
Abies concolor,51,2,0.236346103012841,4.25,12.5,25.9609166666667,0.196689549856735,21,8,0.380952380952381,4
Abies grandis,51,2,0,0,0,,,0,0,,5
Tsuga heterophylla,51,2,0,0,0,,,0,0,,6
Tsuga mertensiana,51,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,51,2,0,0,0,,,0,0,,8
Alnus rubra,51,2,0,0,0,,,0,0,,9
Abies amabilis,51,2,0,0,0,,,0,0,,10
other,51,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,52,1,0,0,0,,,0,0,,1
Pinus ponderosa,52,1,1.60121590224726,7.5,12.5,44.7647785714286,0.070778360114029,27,0,0,2
Pinus contorta,52,1,0.0440594820762252,0.5,0,31.877,0.0945374598342634,2,0,0,3
Abies concolor,52,1,0,0,0,,,0,0,,4
Abies grandis,52,1,0.056404143035738,1.25,4.16666666666667,24.6803333333333,0.229669364451973,4,0,0,5
Tsuga heterophylla,52,1,0,0,0,,,0,0,,6
Tsuga mertensiana,52,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,52,1,0,0,0,,,0,0,,8
Alnus rubra,52,1,0,0,0,,,0,0,,9
Abies amabilis,52,1,0,0,0,,,0,0,,10
other,52,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,52,2,0,0,0,,,0,0,,1
Pinus ponderosa,52,2,1.62908101329153,7.75,8.33333333333333,44.4928625,0.0235809287783082,28,0,0,2
Pinus contorta,52,2,0.0451387690067028,0.5,0,32.385,0.0206591070163005,2,0,0,3
Abies concolor,52,2,0,0,0,,,0,0,,4
Abies grandis,52,2,0.0819130643022037,1.5,4.16666666666667,25.019,0.185166497300986,5,0,0,5
Tsuga heterophylla,52,2,0,0,0,,,0,0,,6
Tsuga mertensiana,52,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,52,2,0,0,0,,,0,0,,8
Alnus rubra,52,2,0,0,0,,,0,0,,9
Abies amabilis,52,2,0,0,0,,,0,0,,10
other,52,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,53,1,0.205281134238072,0.75,0,62.484,0.106571762383166,3,0,0,1
Pinus ponderosa,53,1,1.07075144299227,5.25,0,39.7457083333333,0.132901378153855,20,0,0,2
Pinus contorta,53,1,0,0,0,,,0,0,,3
Abies concolor,53,1,0,0,0,,,0,0,,4
Abies grandis,53,1,0,0,0,,,0,0,,5
Tsuga heterophylla,53,1,0,0,0,,,0,0,,6
Tsuga mertensiana,53,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,53,1,0,0,0,,,0,0,,8
Alnus rubra,53,1,0,0,0,,,0,0,,9
Abies amabilis,53,1,0,0,0,,,0,0,,10
other,53,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,53,2,0.142163117104292,0.25,0,85.09,0.0307692307692309,1,0,0,1
Pinus ponderosa,53,2,0.727050493151742,3.25,0,37.3168333333333,0.0855117674961842,13,1,0.0769230769230769,2
Pinus contorta,53,2,0,0,0,,,0,0,,3
Abies concolor,53,2,0,0,0,,,0,0,,4
Abies grandis,53,2,0,0,0,,,0,0,,5
Tsuga heterophylla,53,2,0,0,0,,,0,0,,6
Tsuga mertensiana,53,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,53,2,0,0,0,,,0,0,,8
Alnus rubra,53,2,0,0,0,,,0,0,,9
Abies amabilis,53,2,0,0,0,,,0,0,,10
other,53,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,54,1,0,0,0,,,0,0,,1
Pinus ponderosa,54,1,0,0,0,,,0,0,,2
Pinus contorta,54,1,0.0280677940359081,0.75,4.16666666666667,20.6375,0.130821794641252,2,0,0,3
Abies concolor,54,1,0,0,0,,,0,0,,4
Abies grandis,54,1,0.390150824449398,0.75,0,77.0255,0.0427289652351949,4,1,0.25,5
Tsuga heterophylla,54,1,0,0,0,,,0,0,,6
Tsuga mertensiana,54,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,54,1,0,0,0,,,0,0,,8
Alnus rubra,54,1,0,0,0,,,0,0,,9
Abies amabilis,54,1,0,0,0,,,0,0,,10
other,54,1,0.837828149000735,6.25,8.33333333333333,33.5652533333333,0.0865172222190389,27,4,0.148148148148148,11
Pseudotsuga menziesii,54,2,0,0,0,,,0,0,,1
Pinus ponderosa,54,2,0,0,0,,,0,0,,2
Pinus contorta,54,2,0.0337543187200798,0.75,0,22.1615,0.0666077322017917,3,0,0,3
Abies concolor,54,2,0,0,0,,,0,0,,4
Abies grandis,54,2,0.419240900824385,0.75,0,80.2005,0.0428135963927676,3,0,0,5
Tsuga heterophylla,54,2,0,0,0,,,0,0,,6
Tsuga mertensiana,54,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,54,2,0,0,0,,,0,0,,8
Alnus rubra,54,2,0,0,0,,,0,0,,9
Abies amabilis,54,2,0,0,0,,,0,0,,10
other,54,2,0.870132017561898,6,20.8333333333333,35.0417106481482,0.119218727689375,21,4,0.19047619047619,11
Pseudotsuga menziesii,55,1,0.277480616165976,1.25,8.33333333333333,58.4764444444445,0.118398540421907,3,0,0,1
Pinus ponderosa,55,1,1.1373796761875,2.5,0,75.3692083333333,0.0242277438000077,10,0,0,2
Pinus contorta,55,1,0.0102608264517243,0.25,0,22.86,0.0843373493975903,1,0,0,3
Abies concolor,55,1,0,0,0,,,0,0,,4
Abies grandis,55,1,0.173989413866406,4.75,8.33333333333333,20.1379666666667,0.208059916909516,17,0,0,5
Tsuga heterophylla,55,1,0,0,0,,,0,0,,6
Tsuga mertensiana,55,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,55,1,0,0,0,,,0,0,,8
Alnus rubra,55,1,0,0,0,,,0,0,,9
Abies amabilis,55,1,0,0,0,,,0,0,,10
other,55,1,0.160329846998635,1.75,4.16666666666667,30.8864,0.0269357838361704,8,2,0.25,11
Pseudotsuga menziesii,55,2,0.314043361088954,1.25,0,61.8913333333333,0.064308308763238,5,0,0,1
Pinus ponderosa,55,2,1.19170251825285,2.5,0,77.12075,0.0233802737872149,10,0,0,2
Pinus contorta,55,2,0,0,0,,,0,0,,3
Abies concolor,55,2,0,0,0,,,0,0,,4
Abies grandis,55,2,0.228641615793164,5.25,8.33333333333333,21.9536634920635,0.186470915571562,19,2,0.105263157894737,5
Tsuga heterophylla,55,2,0,0,0,,,0,0,,6
Tsuga mertensiana,55,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,55,2,0,0,0,,,0,0,,8
Alnus rubra,55,2,0,0,0,,,0,0,,9
Abies amabilis,55,2,0,0,0,,,0,0,,10
other,55,2,0.0711759328201278,0.75,0,33.782,0.0024011727833384,7,4,0.571428571428571,11
Pseudotsuga menziesii,56,1,0.0163615845000582,0.5,4.16666666666667,19.558,0.219512195121951,1,0,0,1
Pinus ponderosa,56,1,0.872647820195617,4.5,20.8333333333333,37.7326071428571,0.100799683031717,10,0,0,2
Pinus contorta,56,1,0,0,0,,,0,0,,3
Abies concolor,56,1,0,0,0,,,0,0,,4
Abies grandis,56,1,0,0,0,,,0,0,,5
Tsuga heterophylla,56,1,0,0,0,,,0,0,,6
Tsuga mertensiana,56,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,56,1,0,0,0,,,0,0,,8
Alnus rubra,56,1,0,0,0,,,0,0,,9
Abies amabilis,56,1,0,0,0,,,0,0,,10
other,56,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,56,2,0.0353618481975166,1.25,12.5,16.92275,0.186111111111111,2,0,0,1
Pinus ponderosa,56,2,0.773456030856189,4.5,4.16666666666667,36.7284,0.112195038666958,18,2,0.111111111111111,2
Pinus contorta,56,2,0,0,0,,,0,0,,3
Abies concolor,56,2,0,0,0,,,0,0,,4
Abies grandis,56,2,0,0,0,,,0,0,,5
Tsuga heterophylla,56,2,0,0,0,,,0,0,,6
Tsuga mertensiana,56,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,56,2,0,0,0,,,0,0,,8
Alnus rubra,56,2,0,0,0,,,0,0,,9
Abies amabilis,56,2,0,0,0,,,0,0,,10
other,56,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,57,1,0.0379131203547725,0.25,0,43.942,0.101910828025478,1,0,0,1
Pinus ponderosa,57,1,0.0247311252860511,0.75,0,20.066,0.0890928680369961,3,0,0,2
Pinus contorta,57,1,0,0,0,,,0,0,,3
Abies concolor,57,1,0,0,0,,,0,0,,4
Abies grandis,57,1,0,0,0,,,1,1,1,5
Tsuga heterophylla,57,1,0,0,0,,,0,0,,6
Tsuga mertensiana,57,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,57,1,0,0,0,,,0,0,,8
Alnus rubra,57,1,0,0,0,,,0,0,,9
Abies amabilis,57,1,0,0,0,,,0,0,,10
other,57,1,0.116628860463871,0.5,0,50.038,0.0635714285714286,2,0,0,11
Pseudotsuga menziesii,57,2,0.0452502446521043,0.25,0,48.006,0.0924855491329479,1,0,0,1
Pinus ponderosa,57,2,0.0230209875440971,0.5,0,24.003,0.0593913821761923,2,0,0,2
Pinus contorta,57,2,0,0,0,,,0,0,,3
Abies concolor,57,2,0,0,0,,,0,0,,4
Abies grandis,57,2,0,0,0,,,0,0,,5
Tsuga heterophylla,57,2,0,0,0,,,0,0,,6
Tsuga mertensiana,57,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,57,2,0,0,0,,,0,0,,8
Alnus rubra,57,2,0,0,0,,,0,0,,9
Abies amabilis,57,2,0,0,0,,,0,0,,10
other,57,2,0.12350741449262,0.5,0,52.07,0.0579723910840932,2,0,0,11
Pseudotsuga menziesii,58,1,0,0,0,,,0,0,,1
Pinus ponderosa,58,1,0,0,0,,,0,0,,2
Pinus contorta,58,1,0.140151488412275,5.25,25,15.9743205128205,0.173914784402911,13,1,0.0769230769230769,3
Abies concolor,58,1,0,0,0,,,0,0,,4
Abies grandis,58,1,0,0,0,,,0,0,,5
Tsuga heterophylla,58,1,0,0,0,,,0,0,,6
Tsuga mertensiana,58,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,58,1,0,0,0,,,0,0,,8
Alnus rubra,58,1,0,0,0,,,0,0,,9
Abies amabilis,58,1,0,0,0,,,0,0,,10
other,58,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,58,2,0,0,0,,,0,0,,1
Pinus ponderosa,58,2,0,0,0,,,0,0,,2
Pinus contorta,58,2,0.159374703400536,7.75,75,15.3458333333333,0.155343250676247,20,7,0.35,3
Abies concolor,58,2,0,0,0,,,0,0,,4
Abies grandis,58,2,0,0,0,,,0,0,,5
Tsuga heterophylla,58,2,0,0,0,,,0,0,,6
Tsuga mertensiana,58,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,58,2,0,0,0,,,0,0,,8
Alnus rubra,58,2,0,0,0,,,0,0,,9
Abies amabilis,58,2,0,0,0,,,0,0,,10
other,58,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,59,1,0,0,0,,,0,0,,1
Pinus ponderosa,59,1,0.333436323082713,2.5,0,40.386,0.0882806052629004,10,0,0,2
Pinus contorta,59,1,0,0,0,,,0,0,,3
Abies concolor,59,1,0,0,0,,,0,0,,4
Abies grandis,59,1,0,0,0,,,0,0,,5
Tsuga heterophylla,59,1,0,0,0,,,0,0,,6
Tsuga mertensiana,59,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,59,1,0,0,0,,,0,0,,8
Alnus rubra,59,1,0,0,0,,,0,0,,9
Abies amabilis,59,1,0,0,0,,,0,0,,10
other,59,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,59,2,0,0,0,,,0,0,,1
Pinus ponderosa,59,2,0.211047465350201,1,0,52.6203333333333,0.0506537771683942,4,0,0,2
Pinus contorta,59,2,0,0,0,,,0,0,,3
Abies concolor,59,2,0,0,0,,,0,0,,4
Abies grandis,59,2,0,0,0,,,0,0,,5
Tsuga heterophylla,59,2,0,0,0,,,0,0,,6
Tsuga mertensiana,59,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,59,2,0,0,0,,,0,0,,8
Alnus rubra,59,2,0,0,0,,,0,0,,9
Abies amabilis,59,2,0,0,0,,,0,0,,10
other,59,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,60,1,1.44455588416599,6,0,50.9721303571429,0.0518337598963017,27,3,0.111111111111111,1
Pinus ponderosa,60,1,0,0,0,,,0,0,,2
Pinus contorta,60,1,0,0,0,,,0,0,,3
Abies concolor,60,1,0,0,0,,,0,0,,4
Abies grandis,60,1,0,0,0,,,0,0,,5
Tsuga heterophylla,60,1,0,0,0,,,0,0,,6
Tsuga mertensiana,60,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,60,1,0,0,0,,,0,0,,8
Alnus rubra,60,1,0,0,0,,,0,0,,9
Abies amabilis,60,1,0,0,0,,,0,0,,10
other,60,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,60,2,1.75552353085682,6.75,12.5,53.7424690476191,0.0432465035780058,24,0,0,1
Pinus ponderosa,60,2,0,0,0,,,0,0,,2
Pinus contorta,60,2,0,0,0,,,0,0,,3
Abies concolor,60,2,0,0,0,,,0,0,,4
Abies grandis,60,2,0,0,0,,,0,0,,5
Tsuga heterophylla,60,2,0,0,0,,,0,0,,6
Tsuga mertensiana,60,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,60,2,0,0,0,,,0,0,,8
Alnus rubra,60,2,0,0,0,,,0,0,,9
Abies amabilis,60,2,0,0,0,,,0,0,,10
other,60,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,61,1,0,0,0,,,0,0,,1
Pinus ponderosa,61,1,0.208327712956145,0.5,4.16666666666667,68.072,0.106666666666667,1,0,0,2
Pinus contorta,61,1,0,0,0,,,0,0,,3
Abies concolor,61,1,0,0,0,,,0,0,,4
Abies grandis,61,1,0,0,0,,,0,0,,5
Tsuga heterophylla,61,1,0,0,0,,,0,0,,6
Tsuga mertensiana,61,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,61,1,0,0,0,,,0,0,,8
Alnus rubra,61,1,0,0,0,,,0,0,,9
Abies amabilis,61,1,0,0,0,,,0,0,,10
other,61,1,0.320954851103844,3,0,35.5652916666667,0.0635907943481291,11,0,0,11
Pseudotsuga menziesii,61,2,0,0,0,,,0,0,,1
Pinus ponderosa,61,2,0.311675770392871,0.75,4.16666666666667,69.7653333333333,0.052979485509606,2,0,0,2
Pinus contorta,61,2,0,0,0,,,0,0,,3
Abies concolor,61,2,0,0,0,,,0,0,,4
Abies grandis,61,2,0,0,0,,,0,0,,5
Tsuga heterophylla,61,2,0,0,0,,,0,0,,6
Tsuga mertensiana,61,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,61,2,0,0,0,,,0,0,,8
Alnus rubra,61,2,0,0,0,,,0,0,,9
Abies amabilis,61,2,0,0,0,,,0,0,,10
other,61,2,0.349668697175601,3.25,0,36.5971666666667,0.0677551459306133,12,0,0,11
Pseudotsuga menziesii,62,1,0.279743065060147,3.75,0,29.2644285714286,0.173825683017421,15,0,0,1
Pinus ponderosa,62,1,0.120330358598678,1.75,0,27.7600833333333,0.180265984780025,7,0,0,2
Pinus contorta,62,1,0,0,0,,,0,0,,3
Abies concolor,62,1,0,0,0,,,0,0,,4
Abies grandis,62,1,0,0,0,,,0,0,,5
Tsuga heterophylla,62,1,0,0,0,,,0,0,,6
Tsuga mertensiana,62,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,62,1,0,0,0,,,0,0,,8
Alnus rubra,62,1,0,0,0,,,0,0,,9
Abies amabilis,62,1,0,0,0,,,0,0,,10
other,62,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,62,2,0.103460799850825,1.5,0,29.1676666666667,0.0790255316181903,6,0,0,1
Pinus ponderosa,62,2,0.067541573426301,1,0,29.5063333333333,0.143053743664321,4,0,0,2
Pinus contorta,62,2,0,0,0,,,0,0,,3
Abies concolor,62,2,0,0,0,,,0,0,,4
Abies grandis,62,2,0,0,0,,,0,0,,5
Tsuga heterophylla,62,2,0,0,0,,,0,0,,6
Tsuga mertensiana,62,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,62,2,0,0,0,,,0,0,,8
Alnus rubra,62,2,0,0,0,,,0,0,,9
