species_name,siteID,year,ba,trees,reg,dbh,growth,n_at_risk,n_died,mort,species
Pinus ponderosa,104,2,0.177712447069074,2,0,31.84525,0.0991714355669952,9,1,0.111111111111111,2
Pinus contorta,104,2,0,0,0,,,0,0,,3
Abies concolor,104,2,0.178224221622963,0.5,4.16666666666667,67.31,0.0494296577946767,1,0,0,4
Abies grandis,104,2,0,0,0,,,0,0,,5
Tsuga heterophylla,104,2,0,0,0,,,0,0,,6
Tsuga mertensiana,104,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,104,2,0,0,0,,,0,0,,8
Alnus rubra,104,2,0,0,0,,,0,0,,9
Abies amabilis,104,2,0,0,0,,,0,0,,10
other,104,2,0.132854900713271,1.75,4.16666666666667,30.3590476190476,0.0709706103466181,6,0,0,11
Pseudotsuga menziesii,105,1,0,0,0,,,0,0,,1
Pinus ponderosa,105,1,0.212682863738988,6.75,8.33333333333333,18.2853541666667,0.104326673123409,24,0,0,2
Pinus contorta,105,1,0.145767074049373,5.5,12.5,18.1693736263736,0.0472745853267924,20,3,0.15,3
Abies concolor,105,1,0,0,0,,,0,0,,4
Abies grandis,105,1,0,0,0,,,0,0,,5
Tsuga heterophylla,105,1,0,0,0,,,0,0,,6
Tsuga mertensiana,105,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,105,1,0,0,0,,,0,0,,8
Alnus rubra,105,1,0,0,0,,,0,0,,9
Abies amabilis,105,1,0,0,0,,,0,0,,10
other,105,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,105,2,0,0,0,,,0,0,,1
Pinus ponderosa,105,2,0.237449458548576,6.75,8.33333333333333,19.4759035714286,0.0664816791712943,27,3,0.111111111111111,2
Pinus contorta,105,2,0.149555979224324,5.25,12.5,20.4590952380952,0.0407793009310566,19,2,0.105263157894737,3
Abies concolor,105,2,0,0,0,,,0,0,,4
Abies grandis,105,2,0,0,0,,,0,0,,5
Tsuga heterophylla,105,2,0,0,0,,,0,0,,6
Tsuga mertensiana,105,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,105,2,0,0,0,,,0,0,,8
Alnus rubra,105,2,0,0,0,,,0,0,,9
Abies amabilis,105,2,0,0,0,,,0,0,,10
other,105,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,106,1,0,0,0,,,0,0,,1
Pinus ponderosa,106,1,0.819656352031601,3.25,0,52.4430625,0.0232842792056624,18,5,0.277777777777778,2
Pinus contorta,106,1,0,0,0,,,0,0,,3
Abies concolor,106,1,0.593937171624132,8,45.8333333333333,24.6184208333333,0.207960074457667,20,0,0,4
Abies grandis,106,1,0,0,0,,,0,0,,5
Tsuga heterophylla,106,1,0,0,0,,,0,0,,6
Tsuga mertensiana,106,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,106,1,0,0,0,,,0,0,,8
Alnus rubra,106,1,0,0,0,,,0,0,,9
Abies amabilis,106,1,0,0,0,,,0,0,,10
other,106,1,0.56985209837393,1,0,74.6336666666667,0.0558145536764507,4,0,0,11
Pseudotsuga menziesii,106,2,0,0,0,,,0,0,,1
Pinus ponderosa,106,2,0.811935396818853,1.75,8.33333333333333,76.7503333333333,0.0341237228323914,13,8,0.615384615384615,2
Pinus contorta,106,2,0,0,0,,,0,0,,3
Abies concolor,106,2,0.84533755384096,8.5,29.1666666666667,27.7553208333333,0.147517029268169,27,1,0.037037037037037,4
Abies grandis,106,2,0,0,0,,,0,0,,5
Tsuga heterophylla,106,2,0,0,0,,,0,0,,6
Tsuga mertensiana,106,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,106,2,0,0,0,,,0,0,,8
Alnus rubra,106,2,0,0,0,,,0,0,,9
Abies amabilis,106,2,0,0,0,,,0,0,,10
other,106,2,0.62123603706051,1,0,77.6393333333333,0.0385643947149755,4,0,0,11
Pseudotsuga menziesii,107,1,0,0,0,,,0,0,,1
Pinus ponderosa,107,1,0.27266689511455,1.5,4.16666666666667,40.386,0.12069327448031,5,0,0,2
Pinus contorta,107,1,0,0,0,,,0,0,,3
Abies concolor,107,1,0,0,0,,,0,0,,4
Abies grandis,107,1,0,0,0,,,0,0,,5
Tsuga heterophylla,107,1,0,0,0,,,0,0,,6
Tsuga mertensiana,107,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,107,1,0,0,0,,,0,0,,8
Alnus rubra,107,1,0,0,0,,,0,0,,9
Abies amabilis,107,1,0,0,0,,,0,0,,10
other,107,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,107,2,0,0,0,,,0,0,,1
Pinus ponderosa,107,2,0.315194853835203,1.75,4.16666666666667,45.1908333333333,0.273269468840043,6,0,0,2
Pinus contorta,107,2,0,0,0,,,0,0,,3
Abies concolor,107,2,0,0,0,,,0,0,,4
Abies grandis,107,2,0,0,0,,,0,0,,5
Tsuga heterophylla,107,2,0,0,0,,,0,0,,6
Tsuga mertensiana,107,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,107,2,0,0,0,,,0,0,,8
Alnus rubra,107,2,0,0,0,,,0,0,,9
Abies amabilis,107,2,0,0,0,,,0,0,,10
other,107,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,108,1,0,0,0,,,0,0,,1
Pinus ponderosa,108,1,0.736864150253163,2.25,0,55.8905833333333,0.0173710700621289,10,1,0.1,2
Pinus contorta,108,1,0,0,0,,,0,0,,3
Abies concolor,108,1,1.11885825105779,13.5,16.6666666666667,29.1280547619048,0.0863722097641771,52,2,0.0384615384615385,4
Abies grandis,108,1,0,0,0,,,0,0,,5
Tsuga heterophylla,108,1,0,0,0,,,0,0,,6
Tsuga mertensiana,108,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,108,1,0,0,0,,,0,0,,8
Alnus rubra,108,1,0,0,0,,,0,0,,9
Abies amabilis,108,1,0,0,0,,,0,0,,10
other,108,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,108,2,0,0,0,,,0,0,,1
Pinus ponderosa,108,2,0.579022236976897,2.75,8.33333333333333,45.085,0.0255002233485845,9,1,0.111111111111111,2
Pinus contorta,108,2,0,0,0,,,0,0,,3
Abies concolor,108,2,0.950329877047357,11,8.33333333333333,30.3570821428571,0.073445093588476,52,11,0.211538461538462,4
Abies grandis,108,2,0,0,0,,,0,0,,5
Tsuga heterophylla,108,2,0,0,0,,,0,0,,6
Tsuga mertensiana,108,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,108,2,0,0,0,,,0,0,,8
Alnus rubra,108,2,0,0,0,,,0,0,,9
Abies amabilis,108,2,0,0,0,,,0,0,,10
other,108,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,109,1,0,0,0,,,0,0,,1
Pinus ponderosa,109,1,0.0156331924988556,0.75,4.16666666666667,15.4305,0.428571428571429,1,0,0,2
Pinus contorta,109,1,0.0244828386212934,1,8.33333333333333,17.9916666666667,0.169548618908601,1,0,0,3
Abies concolor,109,1,0.0972168969396459,2.5,8.33333333333333,20.7518,0.329696822193394,13,0,0,4
Abies grandis,109,1,0.0721855474722295,2.25,12.5,21.05025,0.38811114385827,0,0,,5
Tsuga heterophylla,109,1,0,0,0,,,0,0,,6
Tsuga mertensiana,109,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,109,1,0,0,0,,,0,0,,8
Alnus rubra,109,1,0,0,0,,,0,0,,9
Abies amabilis,109,1,0,0,0,,,0,0,,10
other,109,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,109,2,0,0,0,,,0,0,,1
Pinus ponderosa,109,2,0.0224838776162537,0.5,0,23.749,0.401704545454545,2,0,0,2
Pinus contorta,109,2,0.0102316907716762,0.5,4.16666666666667,15.875,0.37037037037037,1,0,0,3
Abies concolor,109,2,0.0866609133813473,2.5,25,18.0213,0.301662995528008,4,0,0,4
Abies grandis,109,2,0.0256698008910792,0.75,0,21.971,0.319505984211867,3,0,0,5
Tsuga heterophylla,109,2,0,0,0,,,0,0,,6
Tsuga mertensiana,109,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,109,2,0,0,0,,,0,0,,8
Alnus rubra,109,2,0,0,0,,,0,0,,9
Abies amabilis,109,2,0,0,0,,,0,0,,10
other,109,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,110,1,0,0,0,,,0,0,,1
Pinus ponderosa,110,1,0.0189635274052239,0.75,4.16666666666667,16.51,0.218780135004822,2,0,0,2
Pinus contorta,110,1,0.160507194616319,3.75,4.16666666666667,21.4545333333333,0.137871239751346,20,6,0.3,3
Abies concolor,110,1,0,0,0,,,0,0,,4
Abies grandis,110,1,0,0,0,,,0,0,,5
Tsuga heterophylla,110,1,0,0,0,,,0,0,,6
Tsuga mertensiana,110,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,110,1,0,0,0,,,0,0,,8
Alnus rubra,110,1,0,0,0,,,0,0,,9
Abies amabilis,110,1,0,0,0,,,0,0,,10
other,110,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,110,2,0,0,0,,,0,0,,1
Pinus ponderosa,110,2,0.0359800313220156,1,4.16666666666667,20.0236666666667,0.365300172073163,3,0,0,2
Pinus contorta,110,2,0.230926866523894,6.25,37.5,20.0540055555556,0.155862770699636,15,0,0,3
Abies concolor,110,2,0,0,0,,,0,0,,4
Abies grandis,110,2,0,0,0,,,0,0,,5
Tsuga heterophylla,110,2,0,0,0,,,0,0,,6
Tsuga mertensiana,110,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,110,2,0,0,0,,,0,0,,8
Alnus rubra,110,2,0,0,0,,,0,0,,9
Abies amabilis,110,2,0,0,0,,,0,0,,10
other,110,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,111,1,0,0,0,,,0,0,,1
Pinus ponderosa,111,1,0.144962675926305,1.75,0,34.7768333333333,0.41073975864009,7,0,0,2
Pinus contorta,111,1,0,0,0,,,0,0,,3
Abies concolor,111,1,0,0,0,,,0,0,,4
Abies grandis,111,1,0,0,0,,,0,0,,5
Tsuga heterophylla,111,1,0,0,0,,,0,0,,6
Tsuga mertensiana,111,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,111,1,0,0,0,,,0,0,,8
Alnus rubra,111,1,0,0,0,,,0,0,,9
Abies amabilis,111,1,0,0,0,,,0,0,,10
other,111,1,0.0527824513288886,0.75,0,29.083,0.301856289135108,3,0,0,11
Pseudotsuga menziesii,111,2,0,0,0,,,0,0,,1
Pinus ponderosa,111,2,0.172930395235092,2,4.16666666666667,28.9277777777778,0.0335028847564173,7,0,0,2
Pinus contorta,111,2,0,0,0,,,0,0,,3
Abies concolor,111,2,0,0,0,,,0,0,,4
Abies grandis,111,2,0,0,0,,,0,0,,5
Tsuga heterophylla,111,2,0,0,0,,,0,0,,6
Tsuga mertensiana,111,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,111,2,0,0,0,,,0,0,,8
Alnus rubra,111,2,0,0,0,,,0,0,,9
Abies amabilis,111,2,0,0,0,,,0,0,,10
other,111,2,0.100931062761431,1,4.16666666666667,35.3906666666667,0.234599904495532,3,0,0,11
Pseudotsuga menziesii,112,1,0,0,0,,,0,0,,1
Pinus ponderosa,112,1,0.481282164565083,1,0,66.5056666666667,0.119452845471725,4,0,0,2
Pinus contorta,112,1,0,0,0,,,0,0,,3
Abies concolor,112,1,0.364370814681615,3.75,4.16666666666667,30.7842708333333,0.178296413809054,15,1,0.0666666666666667,4
Abies grandis,112,1,0,0,0,,,0,0,,5
Tsuga heterophylla,112,1,0,0,0,,,0,0,,6
Tsuga mertensiana,112,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,112,1,0,0,0,,,0,0,,8
Alnus rubra,112,1,0,0,0,,,0,0,,9
Abies amabilis,112,1,0,0,0,,,0,0,,10
other,112,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,112,2,0,0,0,,,0,0,,1
Pinus ponderosa,112,2,0.528376824441102,1,0,70.993,0.0925059918695554,4,0,0,2
Pinus contorta,112,2,0,0,0,,,0,0,,3
Abies concolor,112,2,0.397434744461425,3.25,4.16666666666667,37.9155476190476,0.149297117772787,15,3,0.2,4
Abies grandis,112,2,0,0,0,,,0,0,,5
Tsuga heterophylla,112,2,0,0,0,,,0,0,,6
Tsuga mertensiana,112,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,112,2,0,0,0,,,0,0,,8
Alnus rubra,112,2,0,0,0,,,0,0,,9
Abies amabilis,112,2,0,0,0,,,0,0,,10
other,112,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,113,1,0,0,0,,,0,0,,1
Pinus ponderosa,113,1,0.219347333857818,3,0,28.4621111111111,0.16082001215694,10,0,0,2
Pinus contorta,113,1,0.194174106296254,2.25,0,30.607,0.106829501429019,9,0,0,3
Abies concolor,113,1,0,0,0,,,0,0,,4
Abies grandis,113,1,0,0,0,,,0,0,,5
Tsuga heterophylla,113,1,0,0,0,,,0,0,,6
Tsuga mertensiana,113,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,113,1,0,0,0,,,0,0,,8
Alnus rubra,113,1,0,0,0,,,0,0,,9
Abies amabilis,113,1,0,0,0,,,0,0,,10
other,113,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,113,2,0,0,0,,,0,0,,1
Pinus ponderosa,113,2,0.244007520096796,2.75,0,31.3492444444444,0.104202872053633,12,1,0.0833333333333333,2
Pinus contorta,113,2,0.205122788150854,2.25,0,31.7881,0.0463981760367551,9,0,0,3
Abies concolor,113,2,0,0,0,,,0,0,,4
Abies grandis,113,2,0,0,0,,,0,0,,5
Tsuga heterophylla,113,2,0,0,0,,,0,0,,6
Tsuga mertensiana,113,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,113,2,0,0,0,,,0,0,,8
Alnus rubra,113,2,0,0,0,,,0,0,,9
Abies amabilis,113,2,0,0,0,,,0,0,,10
other,113,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,114,1,0,0,0,,,0,0,,1
Pinus ponderosa,114,1,0.463301649669308,4.75,0,35.19805,0.09840548575896,19,0,0,2
Pinus contorta,114,1,0,0,0,,,0,0,,3
Abies concolor,114,1,0,0,0,,,0,0,,4
Abies grandis,114,1,0,0,0,,,0,0,,5
Tsuga heterophylla,114,1,0,0,0,,,0,0,,6
Tsuga mertensiana,114,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,114,1,0,0,0,,,0,0,,8
Alnus rubra,114,1,0,0,0,,,0,0,,9
Abies amabilis,114,1,0,0,0,,,0,0,,10
other,114,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,114,2,0,0,0,,,0,0,,1
Pinus ponderosa,114,2,0.484417417091999,4.5,0,37.1072833333333,0.0530510237983948,19,1,0.0526315789473684,2
Pinus contorta,114,2,0,0,0,,,0,0,,3
Abies concolor,114,2,0,0,0,,,0,0,,4
Abies grandis,114,2,0,0,0,,,0,0,,5
Tsuga heterophylla,114,2,0,0,0,,,0,0,,6
Tsuga mertensiana,114,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,114,2,0,0,0,,,0,0,,8
Alnus rubra,114,2,0,0,0,,,0,0,,9
Abies amabilis,114,2,0,0,0,,,0,0,,10
other,114,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,115,1,0,0,0,,,0,0,,1
Pinus ponderosa,115,1,0,0,0,,,0,0,,2
Pinus contorta,115,1,0.045207174516381,1,0,22.6695,0.0811688311688311,3,0,0,3
Abies concolor,115,1,0,0,0,,,0,0,,4
Abies grandis,115,1,0,0,0,,,0,0,,5
Tsuga heterophylla,115,1,0,0,0,,,0,0,,6
Tsuga mertensiana,115,1,0.393134064732585,7,4.16666666666667,23.3456787878788,0.0756706826123679,26,1,0.0384615384615385,7
Lithocarpus densiflorus,115,1,0,0,0,,,0,0,,8
Alnus rubra,115,1,0,0,0,,,0,0,,9
Abies amabilis,115,1,0,0,0,,,0,0,,10
other,115,1,0.089050039145292,0.5,0,41.275,0.00592885375494068,2,0,0,11
Pseudotsuga menziesii,115,2,0,0,0,,,0,0,,1
Pinus ponderosa,115,2,0,0,0,,,0,0,,2
Pinus contorta,115,2,0.0504845329111815,1,0,24.1935,0.0749635722030012,4,0,0,3
Abies concolor,115,2,0,0,0,,,0,0,,4
Abies grandis,115,2,0,0,0,,,0,0,,5
Tsuga heterophylla,115,2,0,0,0,,,0,0,,6
Tsuga mertensiana,115,2,0.372218446764138,5.75,0,22.7907272727273,0.100619341088264,25,3,0.12,7
Lithocarpus densiflorus,115,2,0,0,0,,,0,0,,8
Alnus rubra,115,2,0,0,0,,,0,0,,9
Abies amabilis,115,2,0,0,0,,,0,0,,10
other,115,2,0.0955776982447655,0.75,4.16666666666667,28.8925,0.0223052536231884,2,0,0,11
Pseudotsuga menziesii,116,1,0,0,0,,,0,0,,1
Pinus ponderosa,116,1,0.205497751685386,4.5,12.5,21.3322202380952,0.211642955629211,14,0,0,2
Pinus contorta,116,1,0,0,0,,,0,0,,3
Abies concolor,116,1,0,0,0,,,0,0,,4
Abies grandis,116,1,0,0,0,,,0,0,,5
Tsuga heterophylla,116,1,0,0,0,,,0,0,,6
Tsuga mertensiana,116,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,116,1,0,0,0,,,0,0,,8
Alnus rubra,116,1,0,0,0,,,0,0,,9
Abies amabilis,116,1,0,0,0,,,0,0,,10
other,116,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,116,2,0,0,0,,,0,0,,1
Pinus ponderosa,116,2,0.245370563215568,4.5,8.33333333333333,24.0769321428571,0.238886486795895,16,0,0,2
Pinus contorta,116,2,0,0,0,,,0,0,,3
Abies concolor,116,2,0,0,0,,,0,0,,4
Abies grandis,116,2,0,0,0,,,0,0,,5
Tsuga heterophylla,116,2,0,0,0,,,0,0,,6
Tsuga mertensiana,116,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,116,2,0,0,0,,,0,0,,8
Alnus rubra,116,2,0,0,0,,,0,0,,9
Abies amabilis,116,2,0,0,0,,,0,0,,10
other,116,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,117,1,0,0,0,,,0,0,,1
Pinus ponderosa,117,1,0.626792084568814,2.5,8.33333333333333,48.3658333333333,0.105083295150751,8,0,0,2
Pinus contorta,117,1,0.0646292721901881,1.5,0,22.0556666666667,0.0722822304941872,7,1,0.142857142857143,3
Abies concolor,117,1,0,0,0,,,0,0,,4
Abies grandis,117,1,0,0,0,,,0,0,,5
Tsuga heterophylla,117,1,0,0,0,,,0,0,,6
Tsuga mertensiana,117,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,117,1,0,0,0,,,0,0,,8
Alnus rubra,117,1,0,0,0,,,0,0,,9
Abies amabilis,117,1,0,0,0,,,0,0,,10
other,117,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,117,2,0,0,0,,,0,0,,1
Pinus ponderosa,117,2,0.678794206379892,2.5,0,51.02225,0.0815218206292622,10,0,0,2
Pinus contorta,117,2,0.0437605246635576,1.25,4.16666666666667,20.9973333333333,0.0612953303527074,4,0,0,3
Abies concolor,117,2,0,0,0,,,0,0,,4
Abies grandis,117,2,0,0,0,,,0,0,,5
Tsuga heterophylla,117,2,0,0,0,,,0,0,,6
Tsuga mertensiana,117,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,117,2,0,0,0,,,0,0,,8
Alnus rubra,117,2,0,0,0,,,0,0,,9
Abies amabilis,117,2,0,0,0,,,0,0,,10
other,117,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,118,1,0,0,0,,,0,0,,1
Pinus ponderosa,118,1,0.303296095457296,1.75,4.16666666666667,40.894,0.133795909791206,6,0,0,2
Pinus contorta,118,1,0.0962414850423832,3.5,33.3333333333333,18.7607222222222,0.450176689810365,6,1,0.166666666666667,3
Abies concolor,118,1,0,0,0,,,0,0,,4
Abies grandis,118,1,0,0,0,,,0,0,,5
Tsuga heterophylla,118,1,0,0,0,,,0,0,,6
Tsuga mertensiana,118,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,118,1,0,0,0,,,0,0,,8
Alnus rubra,118,1,0,0,0,,,0,0,,9
Abies amabilis,118,1,0,0,0,,,0,0,,10
other,118,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,118,2,0,0,0,,,0,0,,1
Pinus ponderosa,118,2,0.347190897602814,1.75,4.16666666666667,43.9928,0.107659685617566,7,0,0,2
Pinus contorta,118,2,0.167617567316755,3.75,0,24.3787083333333,0.290297220442581,14,0,0,3
Abies concolor,118,2,0,0,0,,,0,0,,4
Abies grandis,118,2,0,0,0,,,0,0,,5
Tsuga heterophylla,118,2,0,0,0,,,0,0,,6
Tsuga mertensiana,118,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,118,2,0,0,0,,,0,0,,8
Alnus rubra,118,2,0,0,0,,,0,0,,9
Abies amabilis,118,2,0,0,0,,,0,0,,10
other,118,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,119,1,0,0,0,,,0,0,,1
Pinus ponderosa,119,1,0.00369389752262076,0.25,4.16666666666667,13.716,,0,0,,2
Pinus contorta,119,1,0.142861106656749,3.5,20.8333333333333,22.8674083333333,0.165376748847736,9,0,0,3
Abies concolor,119,1,0,0,0,,,0,0,,4
Abies grandis,119,1,0,0,0,,,0,0,,5
Tsuga heterophylla,119,1,0,0,0,,,0,0,,6
Tsuga mertensiana,119,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,119,1,0,0,0,,,0,0,,8
Alnus rubra,119,1,0,0,0,,,0,0,,9
Abies amabilis,119,1,0,0,0,,,0,0,,10
other,119,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,119,2,0,0,0,,,0,0,,1
Pinus ponderosa,119,2,0.0140357971710007,0.5,0,18.796,0.518518518518519,1,0,0,2
Pinus contorta,119,2,0.0677721253292903,2,20.8333333333333,21.9456,0.134754023504464,4,1,0.25,3
Abies concolor,119,2,0,0,0,,,0,0,,4
Abies grandis,119,2,0,0,0,,,0,0,,5
Tsuga heterophylla,119,2,0,0,0,,,0,0,,6
Tsuga mertensiana,119,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,119,2,0,0,0,,,0,0,,8
Alnus rubra,119,2,0,0,0,,,0,0,,9
Abies amabilis,119,2,0,0,0,,,0,0,,10
other,119,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,120,1,0,0,0,,,0,0,,1
Pinus ponderosa,120,1,0.590058325871641,2.5,4.16666666666667,48.2547083333333,0.169028571879114,9,0,0,2
Pinus contorta,120,1,0,0,0,,,0,0,,3
Abies concolor,120,1,0.4104178568446,1.25,4.16666666666667,64.9816666666667,0.164388352463636,4,0,0,4
Abies grandis,120,1,0,0,0,,,0,0,,5
Tsuga heterophylla,120,1,0,0,0,,,0,0,,6
Tsuga mertensiana,120,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,120,1,0,0,0,,,0,0,,8
Alnus rubra,120,1,0,0,0,,,0,0,,9
Abies amabilis,120,1,0,0,0,,,0,0,,10
other,120,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,120,2,0,0,0,,,0,0,,1
Pinus ponderosa,120,2,0.664591195740789,2.5,0,53.0330833333333,0.144016997140565,10,0,0,2
Pinus contorta,120,2,0,0,0,,,0,0,,3
Abies concolor,120,2,0.817511712626321,2,12.5,72.263,0.145993597153409,5,0,0,4
Abies grandis,120,2,0,0,0,,,0,0,,5
Tsuga heterophylla,120,2,0,0,0,,,0,0,,6
Tsuga mertensiana,120,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,120,2,0,0,0,,,0,0,,8
Alnus rubra,120,2,0,0,0,,,0,0,,9
Abies amabilis,120,2,0,0,0,,,0,0,,10
other,120,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,121,1,0,0,0,,,0,0,,1
Pinus ponderosa,121,1,1.19350639687843,3,8.33333333333333,66.690875,0.0800548045802622,10,0,0,2
Pinus contorta,121,1,0.0362929231903583,1.25,0,19.6426666666667,0.186617005476655,6,1,0.166666666666667,3
Abies concolor,121,1,0,0,0,,,0,0,,4
Abies grandis,121,1,0,0,0,,,0,0,,5
Tsuga heterophylla,121,1,0,0,0,,,0,0,,6
Tsuga mertensiana,121,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,121,1,0,0,0,,,0,0,,8
Alnus rubra,121,1,0,0,0,,,0,0,,9
Abies amabilis,121,1,0,0,0,,,0,0,,10
other,121,1,0,0,0,,,0,0,,11
Pseudotsuga menziesii,121,2,0,0,0,,,0,0,,1
Pinus ponderosa,121,2,1.42605726087283,4,12.5,60.6499083333333,0.0649464871342329,12,0,0,2
Pinus contorta,121,2,0.0477090426944249,1.5,0,19.5438888888889,0.0896692042525375,5,0,0,3
Abies concolor,121,2,0,0,0,,,0,0,,4
Abies grandis,121,2,0,0,0,,,0,0,,5
Tsuga heterophylla,121,2,0,0,0,,,0,0,,6
Tsuga mertensiana,121,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,121,2,0,0,0,,,0,0,,8
Alnus rubra,121,2,0,0,0,,,0,0,,9
Abies amabilis,121,2,0,0,0,,,0,0,,10
other,121,2,0,0,0,,,0,0,,11
Pseudotsuga menziesii,122,1,0.00568652468417167,0.25,4.16666666666667,17.018,,0,0,,1
Pinus ponderosa,122,1,0,0,0,,,0,0,,2
Pinus contorta,122,1,0,0,0,,,0,0,,3
Abies concolor,122,1,0.106514979181085,3,20.8333333333333,22.1318666666667,0.526704249254696,6,0,0,4
Abies grandis,122,1,0,0,0,,,0,0,,5
Tsuga heterophylla,122,1,0,0,0,,,0,0,,6
Tsuga mertensiana,122,1,0,0,0,,,0,0,,7
Lithocarpus densiflorus,122,1,0,0,0,,,0,0,,8
Alnus rubra,122,1,0,0,0,,,0,0,,9
Abies amabilis,122,1,0,0,0,,,0,0,,10
other,122,1,0.00568652468417167,0.25,4.16666666666667,17.018,,0,0,,11
Pseudotsuga menziesii,122,2,0.0305975311253024,1,12.5,19.304,0.537313432835821,1,0,0,1
Pinus ponderosa,122,2,0,0,0,,,0,0,,2
Pinus contorta,122,2,0,0,0,,,0,0,,3
Abies concolor,122,2,0.284155220434388,5.5,41.6666666666667,25.6354791666667,0.492072208440767,12,0,0,4
Abies grandis,122,2,0,0,0,,,0,0,,5
Tsuga heterophylla,122,2,0,0,0,,,0,0,,6
Tsuga mertensiana,122,2,0,0,0,,,0,0,,7
Lithocarpus densiflorus,122,2,0,0,0,,,0,0,,8
Alnus rubra,122,2,0,0,0,,,0,0,,9
Abies amabilis,122,2,0,0,0,,,0,0,,10
other,122,2,0.0219150984709668,0.5,4.16666666666667,23.622,0.402985074626866,1,0,0,11
Pseudotsuga menziesii,123,1,0,0,0,,,0,0,,1
Pinus ponderosa,123,1,0,0,0,,,0,0,,2
Pinus contorta,123,1,0.132189847146955,2.5,0,23.8177916666667,0.059005552997869,11,1,0.0909090909090909,3
Abies concolor,123,1,0,0,0,,,0,0,,4
Abies grandis,123,1,0,0,0,,,0,0,,5
Tsuga heterophylla,123,1,0,0,0,,,0,0,,6
Tsuga mertensiana,123,1,0.325802774910109,4.25,4.16666666666667,28.73375,0.0405810415956411,17,2,0.117647058823529,7
Lithocarpus densiflorus,123,1,0,0,0,,,0,0,,8
Alnus rubra,123,1,0,0,0,,,0,0,,9
Abies amabilis,123,1,0,0,0,,,0,0,,10
other,123,1,0.537501359370951,3,8.33333333333333,37.7331111111111,0.0961510396056244,12,2,0.166666666666667,11
Pseudotsuga menziesii,123,2,0,0,0,,,0,0,,1
Pinus ponderosa,123,2,0,0,0,,,0,0,,2
Pinus contorta,123,2,0.133177926731195,2.25,0,25.288875,0.0282873314937458,10,1,0.1,3
Abies concolor,123,2,0,0,0,,,0,0,,4
Abies grandis,123,2,0,0,0,,,0,0,,5
