species_name,siteID,siteName,patchName,year,SPCD,treeName,dbh,STATUSCD,PREV_TRE_CN,PREV_STATUS_CD,AGENTCD,status,mort_cause,status_before,reg,mort,living,complete,year_before,dbh_before,period_length,dbh_growth,rel_growth,trees,patchID,OrigYear,species
Pseudotsuga menziesii,30,5_65499,5_65499_2,0,202,5_65499_2_118,112.522,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,1
Pseudotsuga menziesii,30,5_65499,5_65499_2,0,202,5_65499_2_119,114.046,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,1
Pseudotsuga menziesii,30,5_65499,5_65499_2,0,202,5_65499_2_120,99.314,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,1
Pseudotsuga menziesii,30,5_65499,5_65499_3,0,202,5_65499_3_122,127.508,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2001,1
Pseudotsuga menziesii,30,5_65499,5_65499_4,0,202,5_65499_4_125,17.78,2,,,,dead,,,,,,TRUE,,,,,,,4,2001,1
Pseudotsuga menziesii,30,5_65499,5_65499_4,0,202,5_65499_4_126,125.73,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,1
Pseudotsuga menziesii,30,5_65499,5_65499_4,0,202,5_65499_4_127,97.79,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,1
Pseudotsuga menziesii,30,5_65499,5_65499_4,0,202,5_65499_4_128,98.806,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,1
Pseudotsuga menziesii,31,53_97305,53_97305_1,0,202,53_97305_1_100,16.256,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,31,53_97305,53_97305_1,0,202,53_97305_1_101,13.97,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,31,53_97305,53_97305_1,0,202,53_97305_1_102,17.526,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,31,53_97305,53_97305_1,0,202,53_97305_1_103,16.256,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,31,53_97305,53_97305_1,0,202,53_97305_1_104,13.97,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Alnus rubra,31,53_97305,53_97305_2,0,351,53_97305_2_130,16.764,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,6
Alnus rubra,31,53_97305,53_97305_2,0,351,53_97305_2_131,15.24,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,6
Alnus rubra,31,53_97305,53_97305_2,0,351,53_97305_2_132,17.018,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,6
Alnus rubra,31,53_97305,53_97305_2,0,351,53_97305_2_134,21.59,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,6
Alnus rubra,31,53_97305,53_97305_2,0,351,53_97305_2_136,14.986,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,6
Alnus rubra,31,53_97305,53_97305_2,0,351,53_97305_2_138,13.208,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,6
Alnus rubra,31,53_97305,53_97305_2,0,351,53_97305_2_139,13.208,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,6
other,31,53_97305,53_97305_2,0,263,53_97305_2_133,24.638,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,11
other,31,53_97305,53_97305_2,0,263,53_97305_2_135,19.05,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,11
Pseudotsuga menziesii,31,53_97305,53_97305_3,0,202,53_97305_3_105,13.97,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,1
Pseudotsuga menziesii,31,53_97305,53_97305_3,0,202,53_97305_3_109,14.732,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,1
Pseudotsuga menziesii,31,53_97305,53_97305_3,0,202,53_97305_3_110,15.494,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,1
Pseudotsuga menziesii,31,53_97305,53_97305_3,0,202,53_97305_3_111,13.97,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,1
Pseudotsuga menziesii,31,53_97305,53_97305_3,0,202,53_97305_3_112,19.304,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,1
Pseudotsuga menziesii,31,53_97305,53_97305_3,0,202,53_97305_3_113,16.002,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,1
Pseudotsuga menziesii,31,53_97305,53_97305_3,0,202,53_97305_3_114,19.558,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,1
other,31,53_97305,53_97305_3,0,263,53_97305_3_106,24.892,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,11
other,31,53_97305,53_97305_3,0,242,53_97305_3_107,26.924,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,11
other,31,53_97305,53_97305_3,0,263,53_97305_3_108,24.638,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,11
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_116,13.208,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_117,12.954,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_118,16.51,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_119,14.224,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_120,14.224,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_121,13.97,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_122,13.97,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_123,15.494,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_124,17.78,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_125,19.05,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_126,17.018,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Alnus rubra,31,53_97305,53_97305_4,0,351,53_97305_4_128,13.716,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,6
Pseudotsuga menziesii,32,61_54789,61_54789_1,0,202,61_54789_1_100,33.02,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pinus ponderosa,32,61_54789,61_54789_1,0,122,61_54789_1_101,60.96,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,4
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_104,32.512,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_106,31.496,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_107,16.51,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_108,37.338,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_109,33.528,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_110,34.544,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_111,21.59,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_113,18.288,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_115,21.59,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_116,17.018,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_2,0,202,61_54789_2_118,29.464,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pinus contorta,32,61_54789,61_54789_2,0,108,61_54789_2_103,18.034,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,2
Pinus contorta,32,61_54789,61_54789_2,0,108,61_54789_2_112,17.526,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,2
Pinus ponderosa,32,61_54789,61_54789_2,0,122,61_54789_2_117,35.052,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,4
Abies grandis,32,61_54789,61_54789_2,0,17,61_54789_2_114,19.05,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,5
Pinus ponderosa,32,61_54789,61_54789_3,0,122,61_54789_3_121,73.152,2,,,,dead,,,,,,TRUE,,,,,,,3,2002,4
Pinus ponderosa,32,61_54789,61_54789_3,0,122,61_54789_3_123,22.86,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,4
Pinus ponderosa,32,61_54789,61_54789_3,0,122,61_54789_3_124,62.992,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,4
Pseudotsuga menziesii,32,61_54789,61_54789_4,0,202,61_54789_4_126,29.718,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_4,0,202,61_54789_4_127,33.528,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,1
Pseudotsuga menziesii,32,61_54789,61_54789_4,0,202,61_54789_4_128,54.102,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,1
Pinus ponderosa,32,61_54789,61_54789_4,0,122,61_54789_4_125,60.96,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,4
Pinus contorta,33,61_55972,61_55972_1,0,108,61_55972_1_101,17.526,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,2
Pinus contorta,33,61_55972,61_55972_1,0,108,61_55972_1_104,17.526,2,,,,dead,,,,,,TRUE,,,,,,,1,2001,2
Pinus contorta,33,61_55972,61_55972_1,0,108,61_55972_1_111,19.304,2,,,,dead,,,,,,TRUE,,,,,,,1,2001,2
Picea engelmannii,33,61_55972,61_55972_1,0,93,61_55972_1_102,14.986,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,9
Picea engelmannii,33,61_55972,61_55972_1,0,93,61_55972_1_103,16.002,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,9
Picea engelmannii,33,61_55972,61_55972_1,0,93,61_55972_1_105,21.844,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,9
Picea engelmannii,33,61_55972,61_55972_1,0,93,61_55972_1_106,24.13,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,9
Picea engelmannii,33,61_55972,61_55972_1,0,93,61_55972_1_108,13.462,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,9
Picea engelmannii,33,61_55972,61_55972_1,0,93,61_55972_1_109,75.946,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,9
Picea engelmannii,33,61_55972,61_55972_1,0,93,61_55972_1_110,61.468,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,9
Picea engelmannii,33,61_55972,61_55972_1,0,93,61_55972_1_112,67.056,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,9
other,33,61_55972,61_55972_1,0,19,61_55972_1_100,20.32,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,11
other,33,61_55972,61_55972_1,0,19,61_55972_1_107,13.716,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,11
Pinus contorta,33,61_55972,61_55972_2,0,108,61_55972_2_119,18.288,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,2
Picea engelmannii,33,61_55972,61_55972_2,0,93,61_55972_2_116,56.388,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,9
Picea engelmannii,33,61_55972,61_55972_2,0,93,61_55972_2_120,16.002,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,9
Picea engelmannii,33,61_55972,61_55972_2,0,93,61_55972_2_121,75.692,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,9
other,33,61_55972,61_55972_2,0,19,61_55972_2_115,23.368,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,11
other,33,61_55972,61_55972_2,0,19,61_55972_2_117,19.558,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,11
other,33,61_55972,61_55972_2,0,19,61_55972_2_118,20.066,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,11
Picea engelmannii,33,61_55972,61_55972_3,0,93,61_55972_3_123,14.732,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2001,9
Picea engelmannii,33,61_55972,61_55972_4,0,93,61_55972_4_128,13.97,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,9
Picea engelmannii,33,61_55972,61_55972_4,0,93,61_55972_4_129,13.462,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,9
Picea engelmannii,33,61_55972,61_55972_4,0,93,61_55972_4_130,15.24,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,9
Picea engelmannii,33,61_55972,61_55972_4,0,93,61_55972_4_132,68.326,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,9
Picea engelmannii,33,61_55972,61_55972_4,0,93,61_55972_4_134,62.738,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,9
Picea engelmannii,33,61_55972,61_55972_4,0,93,61_55972_4_135,75.184,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,9
Picea engelmannii,33,61_55972,61_55972_4,0,93,61_55972_4_136,76.962,2,,,,dead,,,,,,TRUE,,,,,,,4,2001,9
other,33,61_55972,61_55972_4,0,19,61_55972_4_127,13.208,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,11
other,33,61_55972,61_55972_4,0,19,61_55972_4_131,14.986,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,11
other,33,61_55972,61_55972_4,0,19,61_55972_4_133,26.924,2,,,,dead,,,,,,TRUE,,,,,,,4,2001,11
Pinus contorta,34,61_80171,61_80171_1,0,108,61_80171_1_100,12.954,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,2
Pinus contorta,34,61_80171,61_80171_1,0,108,61_80171_1_101,13.208,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,2
other,34,61_80171,61_80171_1,0,73,61_80171_1_102,22.86,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,11
Pinus contorta,34,61_80171,61_80171_2,0,108,61_80171_2_105,16.256,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,2
Pinus contorta,34,61_80171,61_80171_2,0,108,61_80171_2_106,14.478,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,2
Pinus contorta,34,61_80171,61_80171_2,0,108,61_80171_2_107,13.97,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,2
Pinus contorta,34,61_80171,61_80171_2,0,108,61_80171_2_109,13.716,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,2
other,34,61_80171,61_80171_2,0,73,61_80171_2_110,16.764,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,11
Pinus contorta,34,61_80171,61_80171_3,0,108,61_80171_3_114,14.732,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,2
Pinus contorta,34,61_80171,61_80171_3,0,108,61_80171_3_115,17.018,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,2
Pinus contorta,34,61_80171,61_80171_3,0,108,61_80171_3_116,15.24,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,2
Pinus contorta,34,61_80171,61_80171_3,0,108,61_80171_3_117,15.494,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,2
Pinus contorta,34,61_80171,61_80171_3,0,108,61_80171_3_118,13.208,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,2
Pinus contorta,34,61_80171,61_80171_3,0,108,61_80171_3_119,16.764,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,2
Pinus contorta,34,61_80171,61_80171_4,0,108,61_80171_4_122,17.78,2,,,,dead,,,,,,TRUE,,,,,,,4,2002,2
other,34,61_80171,61_80171_4,0,73,61_80171_4_121,38.862,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,11
other,34,61_80171,61_80171_4,0,73,61_80171_4_123,41.656,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,11
other,34,61_80171,61_80171_4,0,73,61_80171_4_124,24.892,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,11
Pseudotsuga menziesii,35,63_59287,63_59287_1,0,202,63_59287_1_100,19.812,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,1
Pseudotsuga menziesii,35,63_59287,63_59287_1,0,202,63_59287_1_101,35.814,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,1
Pseudotsuga menziesii,35,63_59287,63_59287_1,0,202,63_59287_1_103,28.448,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,1
Pseudotsuga menziesii,35,63_59287,63_59287_1,0,202,63_59287_1_104,16.256,2,,,,dead,,,,,,TRUE,,,,,,,1,2001,1
Pseudotsuga menziesii,35,63_59287,63_59287_1,0,202,63_59287_1_106,22.606,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,1
Pseudotsuga menziesii,35,63_59287,63_59287_1,0,202,63_59287_1_107,19.05,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,1
Pseudotsuga menziesii,35,63_59287,63_59287_1,0,202,63_59287_1_108,83.82,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,1
Abies grandis,35,63_59287,63_59287_1,0,17,63_59287_1_102,66.802,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,5
other,35,63_59287,63_59287_1,0,73,63_59287_1_105,17.272,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2001,11
Pseudotsuga menziesii,35,63_59287,63_59287_2,0,202,63_59287_2_109,25.654,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,1
Pseudotsuga menziesii,35,63_59287,63_59287_2,0,202,63_59287_2_112,13.97,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,1
Abies concolor,35,63_59287,63_59287_2,0,15,63_59287_2_110,14.986,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,3
other,35,63_59287,63_59287_2,0,73,63_59287_2_111,24.638,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2001,11
Abies grandis,35,63_59287,63_59287_3,0,17,63_59287_3_114,24.384,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2001,5
Pseudotsuga menziesii,35,63_59287,63_59287_4,0,202,63_59287_4_119,53.086,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,1
Pseudotsuga menziesii,35,63_59287,63_59287_4,0,202,63_59287_4_121,14.732,2,,,,dead,,,,,,TRUE,,,,,,,4,2001,1
Pseudotsuga menziesii,35,63_59287,63_59287_4,0,202,63_59287_4_123,37.592,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,1
Pinus ponderosa,35,63_59287,63_59287_4,0,122,63_59287_4_120,25.4,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,4
Pinus ponderosa,35,63_59287,63_59287_4,0,122,63_59287_4_122,81.026,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2001,4
Pinus ponderosa,35,63_59287,63_59287_4,0,122,63_59287_4_124,26.162,2,,,,dead,,,,,,TRUE,,,,,,,4,2001,4
Pseudotsuga menziesii,36,65_97189,65_97189_1,0,202,65_97189_1_100,67.818,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_1,0,202,65_97189_1_101,66.04,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_1,0,202,65_97189_1_102,52.07,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_1,0,202,65_97189_1_103,68.834,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_1,0,202,65_97189_1_105,61.214,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_1,0,202,65_97189_1_106,64.516,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pinus ponderosa,36,65_97189,65_97189_1,0,122,65_97189_1_104,91.44,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,4
Pseudotsuga menziesii,36,65_97189,65_97189_2,0,202,65_97189_2_107,13.716,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_2,0,202,65_97189_2_109,61.722,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_2,0,202,65_97189_2_110,72.136,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_2,0,202,65_97189_2_111,74.168,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_2,0,202,65_97189_2_113,87.884,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_2,0,202,65_97189_2_114,74.168,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,1
Pinus ponderosa,36,65_97189,65_97189_2,0,122,65_97189_2_108,69.088,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,4
Pinus ponderosa,36,65_97189,65_97189_2,0,122,65_97189_2_112,64.516,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,4
Pinus ponderosa,36,65_97189,65_97189_2,0,122,65_97189_2_115,63.246,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,2,2002,4
Pseudotsuga menziesii,36,65_97189,65_97189_3,0,202,65_97189_3_128,43.18,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_3,0,202,65_97189_3_129,68.58,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,1
Pinus ponderosa,36,65_97189,65_97189_3,0,122,65_97189_3_127,79.248,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,4
Pinus ponderosa,36,65_97189,65_97189_3,0,122,65_97189_3_130,84.582,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,3,2002,4
Pseudotsuga menziesii,36,65_97189,65_97189_4,0,202,65_97189_4_116,60.452,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_4,0,202,65_97189_4_117,62.992,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,1
Pseudotsuga menziesii,36,65_97189,65_97189_4,0,202,65_97189_4_122,65.024,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,1
Pinus ponderosa,36,65_97189,65_97189_4,0,122,65_97189_4_119,69.342,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,4
Pinus ponderosa,36,65_97189,65_97189_4,0,122,65_97189_4_123,73.406,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,4
Abies grandis,36,65_97189,65_97189_4,0,17,65_97189_4_118,13.462,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,5
Abies grandis,36,65_97189,65_97189_4,0,17,65_97189_4_120,14.224,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,5
Abies grandis,36,65_97189,65_97189_4,0,17,65_97189_4_121,22.352,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,4,2002,5
Pseudotsuga menziesii,37,67_87575,67_87575_1,0,202,67_87575_1_100,17.018,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,37,67_87575,67_87575_1,0,202,67_87575_1_101,38.862,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,37,67_87575,67_87575_1,0,202,67_87575_1_102,28.702,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,37,67_87575,67_87575_1,0,202,67_87575_1_103,26.67,2,,,,dead,,,,,,TRUE,,,,,,,1,2002,1
Pseudotsuga menziesii,37,67_87575,67_87575_1,0,202,67_87575_1_104,35.814,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,37,67_87575,67_87575_1,0,202,67_87575_1_105,30.226,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,37,67_87575,67_87575_1,0,202,67_87575_1_106,13.208,2,,,,dead,,,,,,TRUE,,,,,,,1,2002,1
Pseudotsuga menziesii,37,67_87575,67_87575_1,0,202,67_87575_1_107,14.224,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,37,67_87575,67_87575_1,0,202,67_87575_1_108,41.402,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
Pseudotsuga menziesii,37,67_87575,67_87575_1,0,202,67_87575_1_109,60.452,1,,,,new,,,TRUE,,TRUE,TRUE,,,,,,1,1,2002,1
