siteName,patchName,treeName,year,species_name,dbh,status,status_before,mort_cause,reg,mort,living,complete
35_65479,35_65479_3,35_65479_3_156,2001,Pinus ponderosa,68.326,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_156,2011,Pinus ponderosa,68.326,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_156,2021,Pinus ponderosa,68.072,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_157,2001,Abies concolor,17.78,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_157,2011,Abies concolor,19.05,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_157,2021,Abies concolor,21.082,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_158,2001,Abies concolor,15.494,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_158,2011,Abies concolor,16.002,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_158,2021,Abies concolor,15.748,dead,alive,disease,,TRUE,,TRUE
35_65479,35_65479_3,35_65479_3_159,2001,Abies concolor,12.954,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_159,2011,Abies concolor,13.462,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_159,2021,Abies concolor,13.97,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_160,2001,Abies concolor,47.498,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_160,2011,Abies concolor,49.276,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_160,2021,Abies concolor,51.562,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_161,2001,Abies concolor,40.64,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_161,2011,Abies concolor,42.672,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_161,2021,Abies concolor,44.196,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_162,2001,Abies concolor,30.226,dead,"","",,,,TRUE
35_65479,35_65479_3,35_65479_3_162,2011,Abies concolor,30.734,dead,dead,"",,,,TRUE
35_65479,35_65479_3,35_65479_3_162,2021,Abies concolor,30.988,dead,dead,"",,,,TRUE
35_65479,35_65479_3,35_65479_3_163,2001,Abies concolor,14.224,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_163,2011,Abies concolor,14.732,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_163,2021,Abies concolor,15.494,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_164,2001,Abies concolor,40.386,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_164,2011,Abies concolor,41.91,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_164,2021,Abies concolor,42.672,dead,alive,disease,,TRUE,,TRUE
35_65479,35_65479_3,35_65479_3_174,2011,Abies concolor,61.976,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_174,2021,Abies concolor,65.024,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_3,35_65479_3_184,2021,Abies concolor,60.96,dead,"",insect,,,,TRUE
35_65479,35_65479_4,35_65479_4_166,2001,Abies concolor,20.828,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_166,2011,Abies concolor,21.336,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_166,2021,Abies concolor,21.336,dead,alive,disease,,TRUE,,TRUE
35_65479,35_65479_4,35_65479_4_167,2001,Abies concolor,20.32,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_167,2011,Abies concolor,21.336,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_167,2021,Abies concolor,21.59,dead,alive,disease,,TRUE,,TRUE
35_65479,35_65479_4,35_65479_4_168,2001,Abies concolor,48.26,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_168,2011,Abies concolor,50.546,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_168,2021,Abies concolor,52.324,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_169,2001,Abies concolor,71.882,dead,"","",,,,TRUE
35_65479,35_65479_4,35_65479_4_169,2011,Abies concolor,71.882,dead,dead,"",,,,TRUE
35_65479,35_65479_4,35_65479_4_169,2021,Abies concolor,72.898,dead,dead,"",,,,TRUE
35_65479,35_65479_4,35_65479_4_170,2001,Abies concolor,60.96,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_170,2011,Abies concolor,63.754,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_170,2021,Abies concolor,65.024,dead,alive,disease,,TRUE,,TRUE
35_65479,35_65479_4,35_65479_4_171,2001,Pinus ponderosa,52.832,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_171,2011,Pinus ponderosa,54.102,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_171,2021,Pinus ponderosa,55.626,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_172,2001,Abies concolor,15.748,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_172,2011,Abies concolor,17.018,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_172,2021,Abies concolor,18.542,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_173,2001,Abies concolor,17.018,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_173,2011,Abies concolor,18.288,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_173,2021,Abies concolor,18.796,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_174,2001,Abies concolor,23.114,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_174,2011,Abies concolor,22.86,dead,new,insect,,TRUE,,TRUE
35_65479,35_65479_4,35_65479_4_175,2001,Pinus ponderosa,68.834,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_175,2011,Pinus ponderosa,69.596,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_175,2021,Pinus ponderosa,70.612,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_178,2001,Abies concolor,69.088,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_178,2011,Abies concolor,72.644,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_178,2021,Abies concolor,74.676,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_179,2001,Abies concolor,33.274,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_179,2011,Abies concolor,35.052,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_179,2021,Abies concolor,37.084,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_181,2001,Abies concolor,76.962,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_181,2011,Abies concolor,76.962,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_181,2021,Abies concolor,77.47,dead,alive,disease,,TRUE,,TRUE
35_65479,35_65479_4,35_65479_4_182,2001,Abies concolor,15.494,new,"","",TRUE,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_182,2011,Abies concolor,16.764,alive,new,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_182,2021,Abies concolor,18.034,alive,alive,"",,,TRUE,TRUE
35_65479,35_65479_4,35_65479_4_192,2021,Abies concolor,13.208,alive,"","",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_101,2001,Pinus contorta,24.892,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_101,2011,Pinus contorta,26.67,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_101,2021,Pinus contorta,28.956,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_102,2001,Pinus contorta,34.544,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_102,2011,Pinus contorta,36.068,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_102,2021,Pinus contorta,37.592,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_103,2001,Pinus contorta,23.622,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_103,2011,Pinus contorta,24.892,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_103,2021,Pinus contorta,26.924,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_104,2001,Pinus contorta,18.034,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_104,2011,Pinus contorta,17.272,dead,new,disease,,TRUE,,TRUE
35_71346,35_71346_1,35_71346_1_105,2001,Pinus contorta,29.972,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_105,2011,Pinus contorta,30.48,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_105,2021,Pinus contorta,30.734,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_106,2001,Pinus contorta,13.208,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_106,2011,Pinus contorta,15.748,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_106,2021,Pinus contorta,18.542,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_116,2021,Pinus contorta,13.97,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_117,2021,Pinus contorta,13.716,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_1,35_71346_1_118,2021,Pinus contorta,13.208,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_110,2021,Pinus contorta,13.97,alive,"","",,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_111,2001,Pinus ponderosa,15.494,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_111,2011,Pinus ponderosa,21.59,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_111,2021,Pinus ponderosa,28.448,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_112,2001,Pinus contorta,13.716,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_112,2011,Pinus contorta,16.51,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_112,2021,Pinus contorta,18.796,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_113,2001,Pinus ponderosa,17.272,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_113,2011,Pinus ponderosa,18.034,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_113,2021,Pinus ponderosa,18.542,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_129,2011,Pinus contorta,15.24,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_129,2021,Pinus contorta,21.082,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_142,2021,Pinus contorta,13.208,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_2,35_71346_2_143,2021,Pinus contorta,14.732,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_3,35_71346_3_115,2001,Pinus contorta,21.844,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_3,35_71346_3_115,2011,Pinus contorta,21.336,dead,new,disease,,TRUE,,TRUE
35_71346,35_71346_3,35_71346_3_116,2001,Pinus contorta,26.162,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_3,35_71346_3_116,2011,Pinus contorta,26.416,dead,new,disease,,TRUE,,TRUE
35_71346,35_71346_3,35_71346_3_117,2001,Pinus contorta,23.876,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_3,35_71346_3_117,2011,Pinus contorta,24.13,dead,new,disease,,TRUE,,TRUE
35_71346,35_71346_3,35_71346_3_118,2001,Pinus contorta,13.716,dead,"","",,,,TRUE
35_71346,35_71346_3,35_71346_3_119,2001,Pinus contorta,20.574,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_3,35_71346_3_120,2001,Pinus contorta,26.924,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_3,35_71346_3_121,2001,Pinus contorta,30.988,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_3,35_71346_3_121,2011,Pinus contorta,33.528,dead,new,disease,,TRUE,,TRUE
35_71346,35_71346_3,35_71346_3_122,2001,Pinus contorta,22.352,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_3,35_71346_3_122,2011,Pinus contorta,20.828,dead,new,disease,,TRUE,,TRUE
35_71346,35_71346_3,35_71346_3_123,2001,Pinus contorta,25.146,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_3,35_71346_3_143,2021,Pinus ponderosa,16.002,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_124,2001,Pinus contorta,23.876,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_124,2011,Pinus contorta,25.908,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_124,2021,Pinus contorta,27.178,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_125,2001,Pinus contorta,24.384,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_125,2011,Pinus contorta,25.654,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_125,2021,Pinus contorta,26.162,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_126,2001,Pinus contorta,17.78,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_126,2011,Pinus contorta,20.066,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_126,2021,Pinus contorta,23.114,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_127,2001,Pinus contorta,13.208,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_127,2011,Pinus contorta,16.256,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_127,2021,Pinus contorta,19.812,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_128,2001,Pinus contorta,20.574,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_128,2011,Pinus contorta,24.13,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_128,2021,Pinus contorta,27.432,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_129,2001,Pinus contorta,20.32,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_129,2011,Pinus contorta,22.606,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_129,2021,Pinus contorta,24.638,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_130,2001,Pinus contorta,19.304,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_130,2011,Pinus contorta,21.336,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_130,2021,Pinus contorta,24.638,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_131,2001,Pinus contorta,19.304,dead,"","",,,,TRUE
35_71346,35_71346_4,35_71346_4_132,2001,Pinus contorta,14.986,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_132,2011,Pinus contorta,17.78,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_132,2021,Pinus contorta,21.336,alive,alive,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_142,2011,Pinus ponderosa,13.208,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_142,2021,Pinus ponderosa,20.574,alive,new,"",,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_153,2021,Pinus contorta,14.986,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_154,2021,Pinus contorta,13.716,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_155,2021,Pinus contorta,13.97,new,"","",TRUE,,TRUE,TRUE
35_71346,35_71346_4,35_71346_4_156,2021,Pinus contorta,13.208,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_100,2001,Pinus contorta,22.86,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_100,2011,Pinus contorta,24.892,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_100,2021,Pinus contorta,25.654,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_101,2001,Pinus contorta,30.48,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_101,2011,Pinus contorta,33.528,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_101,2021,Pinus contorta,35.814,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_102,2001,Pinus contorta,13.462,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_102,2011,Pinus contorta,13.208,dead,new,disease,,TRUE,,TRUE
35_93622,35_93622_1,35_93622_1_103,2001,Pinus contorta,13.462,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_103,2011,Pinus contorta,16.256,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_103,2021,Pinus contorta,18.034,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_104,2001,Pinus contorta,23.622,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_104,2011,Pinus contorta,26.924,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_104,2021,Pinus contorta,26.416,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_105,2001,Pinus contorta,17.018,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_105,2011,Pinus contorta,19.812,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_105,2021,Pinus contorta,21.844,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_106,2001,Pinus contorta,22.098,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_106,2011,Pinus contorta,26.67,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_106,2021,Pinus contorta,29.464,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_107,2001,Pinus contorta,16.256,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_107,2011,Pinus contorta,16.51,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_107,2021,Pinus contorta,16.002,dead,alive,disease,,TRUE,,TRUE
35_93622,35_93622_1,35_93622_1_108,2001,Pinus contorta,23.622,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_108,2011,Pinus contorta,26.162,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_108,2021,Pinus contorta,28.448,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_109,2001,Pinus contorta,21.082,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_109,2011,Pinus contorta,23.368,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_109,2021,Pinus contorta,25.654,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_110,2001,Pinus contorta,18.796,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_110,2011,Pinus contorta,19.304,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_110,2021,Pinus contorta,18.796,dead,alive,competition,,TRUE,,TRUE
35_93622,35_93622_1,35_93622_1_111,2001,Pinus contorta,16.51,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_111,2011,Pinus contorta,19.304,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_111,2021,Pinus contorta,20.574,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_112,2001,Pinus contorta,19.05,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_112,2011,Pinus contorta,22.098,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_112,2021,Pinus contorta,23.876,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_127,2011,Pinus contorta,13.462,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_127,2021,Pinus contorta,15.494,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_128,2011,Pinus contorta,13.462,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_128,2021,Pinus contorta,14.732,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_138,2021,Pinus contorta,15.24,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_1,35_93622_1_139,2021,Pinus contorta,13.462,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_123,2021,Pinus contorta,14.224,alive,"","",,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_126,2011,Pinus contorta,14.732,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_126,2021,Pinus contorta,19.812,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_139,2011,Pinus contorta,18.796,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_139,2021,Pinus contorta,23.114,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_140,2011,Pinus contorta,13.716,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_140,2021,Pinus contorta,17.018,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_141,2011,Pinus contorta,12.954,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_141,2021,Pinus contorta,15.748,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_142,2011,Pinus contorta,12.954,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_142,2021,Pinus contorta,12.954,dead,new,competition,,TRUE,,TRUE
35_93622,35_93622_2,35_93622_2_143,2011,Pinus contorta,15.494,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_143,2021,Pinus contorta,18.542,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_144,2011,Pinus contorta,16.51,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_144,2021,Pinus contorta,19.812,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_145,2011,Pinus contorta,19.558,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_145,2021,Pinus contorta,23.622,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_146,2011,Pinus contorta,14.224,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_146,2021,Pinus contorta,17.526,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_147,2011,Pinus contorta,21.59,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_147,2021,Pinus contorta,28.956,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_157,2021,Pinus contorta,21.59,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_2,35_93622_2_158,2021,Pinus contorta,14.986,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_129,2011,Pinus contorta,21.59,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_129,2021,Pinus contorta,25.4,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_139,2011,Pinus contorta,13.716,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_139,2021,Pinus contorta,20.828,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_140,2011,Pinus contorta,15.748,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_140,2021,Pinus contorta,21.844,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_141,2011,Pinus contorta,13.208,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_141,2021,Pinus contorta,17.78,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_142,2021,Pinus contorta,13.97,alive,"","",,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_143,2011,Pinus contorta,13.462,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_143,2021,Pinus contorta,14.732,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_153,2021,Pinus contorta,17.018,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_154,2021,Pinus contorta,15.494,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_155,2021,Pinus contorta,12.954,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_156,2021,Pinus contorta,15.494,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_3,35_93622_3_157,2021,Pinus contorta,13.716,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_131,2001,Pinus contorta,24.892,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_131,2011,Pinus contorta,26.924,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_131,2021,Pinus contorta,28.194,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_132,2001,Pinus contorta,14.224,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_132,2011,Pinus contorta,18.542,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_132,2021,Pinus contorta,21.844,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_133,2001,Pinus contorta,19.304,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_133,2011,Pinus contorta,22.352,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_133,2021,Pinus contorta,23.368,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_134,2001,Pinus contorta,14.732,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_134,2011,Pinus contorta,17.526,alive,new,"",,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_134,2021,Pinus contorta,19.304,alive,alive,"",,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_135,2011,Pinus contorta,13.97,new,"","",TRUE,,TRUE,TRUE
35_93622,35_93622_4,35_93622_4_136,2011,Pinus contorta,15.748,new,"","",TRUE,,TRUE,TRUE
