"Ekl","Alter","N","Hg","H100","G","Dg","Dw","V","N_aus","G_aus","Dg_aus","V_aus","iV","GWL","dGZ","Art","dDg_dt","thin_N_frac","thin_G_frac","Dg_aus_rel"
3,100,273,20.4,21,21.2,31.5,34.8,229,25,1.3,25.5,14,5.4,368,3.7,"Eiche",0.34,0.0838926174496644,0.0577777777777778,0.80952380952381
3,105,251,21,21.5,21.7,33.2,36.7,241,22,1.3,27.4,14,5.3,395,3.8,"Eiche",0.340000000000001,0.0805860805860806,0.0565217391304348,0.825301204819277
3,110,232,21.5,22.1,22.1,34.8,38.5,253,19,1.3,29.3,15,5.3,421,3.8,"Eiche",0.319999999999999,0.0756972111553785,0.0555555555555556,0.841954022988506
3,115,215,22.1,22.6,22.4,36.5,40.3,265,17,1.3,31.2,15,5.3,448,3.9,"Eiche",0.340000000000001,0.0732758620689655,0.0548523206751055,0.854794520547945
3,120,200,22.5,23,22.8,38.1,42.1,276,15,1.3,33.1,15,5.3,474,4,"Eiche",0.32,0.0697674418604651,0.0539419087136929,0.868766404199475
3,125,186,23,23.5,23.1,39.8,43.9,286,14,1.3,34.9,16,5.2,500,4,"Eiche",0.339999999999999,0.07,0.0532786885245902,0.876884422110553
3,130,173,23.5,23.9,23.4,41.4,45.7,296,12,1.3,36.8,16,5.2,526,4,"Eiche",0.32,0.0648648648648649,0.0526315789473684,0.888888888888889
3,135,162,23.9,24.3,23.6,43.1,47.5,305,11,1.3,38.6,16,5.1,552,4.1,"Eiche",0.340000000000001,0.0635838150289017,0.0522088353413655,0.895591647331787
3,140,152,24.3,24.7,23.9,44.7,49.3,314,10,1.3,40.6,17,5.1,577,4.1,"Eiche",0.32,0.0617283950617284,0.0515873015873016,0.9082774049217
3,145,143,24.7,25,24.1,46.3,51.1,322,9,1.3,42.6,17,5.1,603,4.2,"Eiche",0.319999999999999,0.0592105263157895,0.0511811023622047,0.920086393088553
3,150,135,25.1,25.4,24.3,48,52.9,330,8,1.3,44.7,17,5,628,4.2,"Eiche",0.340000000000001,0.0559440559440559,0.05078125,0.93125
3,155,127,25.4,25.7,24.6,49.6,54.7,338,8,1.3,46.9,17,5,653,4.2,"Eiche",0.32,0.0592592592592593,0.0501930501930502,0.945564516129032
3,160,120,25.7,26,24.8,51.2,56.5,345,7,1.3,48.8,18,5,678,4.2,"Eiche",0.32,0.0551181102362205,0.0498084291187739,0.953125
3,165,114,26.1,26.4,24.9,52.8,58.3,352,6,1.3,50.5,18,4.9,702,4.3,"Eiche",0.319999999999999,0.05,0.049618320610687,0.956439393939394
3,170,108,26.4,26.7,25.1,54.4,60,358,6,1.3,51.9,18,4.9,727,4.3,"Eiche",0.32,0.0526315789473684,0.0492424242424242,0.954044117647059
3,175,102,26.7,26.9,25.1,56.1,61.8,365,6,1.3,53.2,18,4.8,751,4.3,"Eiche",0.340000000000001,0.0555555555555556,0.0492424242424242,0.948306595365419
3,180,96,27,27.2,25.2,57.7,63.6,371,5,1.3,54.4,18,4.8,775,4.3,"Eiche",0.32,0.0495049504950495,0.0490566037735849,0.942807625649913
4,40,1723,7.3,8.2,11.9,8.9,9.4,4,536,0.5,3,0,1.8,0,0,"Eiche",NA,0.237273129703409,0.0403225806451613,0.337078651685393
4,45,1362,8.6,9.4,12.9,10.7,11.1,16,361,0.6,3.9,0,2.3,11,0.3,"Eiche",0.36,0.209518282066164,0.0444444444444444,0.364485981308411
4,50,1105,9.5,10.4,13.8,12.2,12.8,29,257,0.6,4.6,0,2.7,24,0.5,"Eiche",0.3,0.188693098384728,0.0416666666666667,0.377049180327869
4,55,913,10.6,11.5,14.6,14,14.5,43,192,0.4,5.6,1,3,39,0.6,"Eiche",0.36,0.173755656108597,0.0266666666666667,0.4
4,60,769,11.5,12.3,15.4,15.6,16.1,59,144,0.7,6.7,1,3.2,56,1,"Eiche",0.32,0.157721796276013,0.0434782608695652,0.42948717948718
4,65,658,12.5,13.2,15.9,17.1,17.8,74,111,0.7,8.1,2,3.4,73,1.2,"Eiche",0.3,0.144343302990897,0.0421686746987952,0.473684210526316
4,70,573,13.2,14.1,16.5,18.7,19.6,88,86,0.7,9.5,3,3.6,90,1.4,"Eiche",0.32,0.130500758725341,0.0406976744186046,0.508021390374332
4,75,504,14.2,14.7,17.2,20.4,21.1,104,69,0.7,11.2,2,3.6,109,1.4,"Eiche",0.34,0.120418848167539,0.0391061452513966,0.549019607843137
4,80,449,14.8,15.6,17.8,22,22.9,118,55,0.7,12.6,4,3.9,129,1.7,"Eiche",0.32,0.109126984126984,0.0378378378378378,0.572727272727273
4,85,403,15.6,16.3,18.2,23.6,24.5,132,45,0.7,14.4,5,3.9,148,1.8,"Eiche",0.32,0.100446428571429,0.037037037037037,0.610169491525424
4,90,363,16.4,16.8,18.9,25.3,26.3,147,38,0.7,16.2,5,4,168,1.9,"Eiche",0.34,0.0947630922693267,0.0357142857142857,0.640316205533597
4,95,331,16.9,17.4,19.4,26.9,27.9,161,34,0.9,17.8,6,4,186,2,"Eiche",0.32,0.0931506849315069,0.0443349753694581,0.661710037174721
4,100,302,17.5,18,19.7,28.6,29.6,174,29,1,19.5,8,4.1,207,2.1,"Eiche",0.340000000000001,0.0876132930513595,0.0483091787439614,0.681818181818182
4,105,277,18.1,18.5,20.3,30.2,31.4,185,25,1,21.4,7,4,227,2.2,"Eiche",0.32,0.0827814569536424,0.0469483568075117,0.708609271523179
4,110,256,18.6,19.1,20.7,31.7,33.1,197,21,1,23.2,9,4,247,2.2,"Eiche",0.3,0.075812274368231,0.0460829493087558,0.73186119873817
4,115,236,19.3,19.6,20.9,33.4,34.7,210,19,1,25.1,9,4.1,268,2.3,"Eiche",0.34,0.0745098039215686,0.045662100456621,0.751497005988024
4,120,219,19.6,20,21.4,34.9,36.4,221,17,1,26.9,9,4.2,288,2.5,"Eiche",0.3,0.0720338983050847,0.0446428571428571,0.770773638968481
4,125,203,20.1,20.5,21.7,36.6,38,231,16,1,28.6,10,4.1,309,2.5,"Eiche",0.340000000000001,0.0730593607305936,0.0440528634361234,0.781420765027322
4,130,188,20.7,20.9,22,38.1,39.7,242,13,1,30.6,10,4.1,329,2.4,"Eiche",0.3,0.0646766169154229,0.0434782608695652,0.803149606299213
4,135,176,21,21.3,22.1,39.8,41.4,251,12,1.1,32.3,10,4,350,2.6,"Eiche",0.339999999999999,0.0638297872340425,0.0474137931034483,0.811557788944724
4,140,165,21.4,21.8,22.5,41.3,43.1,260,11,1.1,34.4,12,4.1,370,2.6,"Eiche",0.3,0.0625,0.0466101694915254,0.832929782082324
4,145,155,21.9,22,22.6,42.8,44.8,268,10,1.1,36.3,12,4.2,392,2.8,"Eiche",0.3,0.0606060606060606,0.0464135021097046,0.848130841121495
4,150,146,22.3,22.5,22.8,44.5,46.5,276,9,1.1,38.4,12,4,412,2.8,"Eiche",0.340000000000001,0.0580645161290323,0.0460251046025105,0.862921348314607
4,155,137,22.6,22.7,23.2,46,48.2,285,9,1.1,40.7,12,4.1,433,2.8,"Eiche",0.3,0.0616438356164384,0.0452674897119342,0.884782608695652
4,160,129,22.8,23,23.4,47.6,49.9,292,8,1.1,42.5,14,4.2,453,2.8,"Eiche",0.32,0.0583941605839416,0.0448979591836735,0.892857142857143
4,165,123,23.3,23.5,23.4,49.1,51.6,299,6,1.1,44.3,14,4,473,3,"Eiche",0.3,0.0465116279069767,0.0448979591836735,0.90224032586558
4,170,116,23.6,23.8,23.7,50.6,53.2,305,7,1.2,45.8,14,4.1,494,3,"Eiche",0.3,0.056910569105691,0.0481927710843374,0.905138339920948
4,175,109,23.9,23.9,23.6,52.4,54.9,313,7,1.2,47.2,14,4,514,3,"Eiche",0.359999999999999,0.0603448275862069,0.0483870967741935,0.900763358778626
4,180,102,24.2,24.3,23.8,53.9,56.6,320,5,1.2,48.4,14,4,534,3,"Eiche",0.3,0.0467289719626168,0.048,0.897959183673469
-1,20,1372,12.7,13.6,21.7,14.2,17.8,144,1137,5.7,8,33,19.4,195,9.8,"Fichte",NA,0.453168593064966,0.208029197080292,0.563380281690141
-1,25,835,16.6,17.5,26.3,20,22.9,212,537,5.6,11.5,43,22.1,305,12.2,"Fichte",1.16,0.391399416909621,0.175548589341693,0.575
-1,30,629,20.2,21.1,30.6,24.9,27.7,280,206,5.2,18,48,23.3,422,14.1,"Fichte",0.98,0.246706586826347,0.145251396648045,0.72289156626506
-1,35,568,23.4,24.3,34.4,27.8,32.2,349,61,4.9,32,50,23.8,541,15.5,"Fichte",0.58,0.0969793322734499,0.124681933842239,1.15107913669065
-1,40,524,26.2,27.1,37.7,30.3,36.4,417,44,4.5,36.1,51,23.7,660,16.5,"Fichte",0.5,0.0774647887323944,0.106635071090047,1.19141914191419
-1,45,471,28.6,29.6,40.5,33.1,40.2,482,52,4.2,32,51,23.4,777,17.3,"Fichte",0.56,0.0994263862332696,0.0939597315436242,0.966767371601208
-1,50,423,30.7,31.8,43,36,43.9,546,48,3.9,32.2,51,22.9,891,17.8,"Fichte",0.58,0.101910828025478,0.0831556503198294,0.894444444444444
-1,55,387,32.6,33.7,45.3,38.6,47.2,607,35,3.7,36.4,50,22.3,1003,18.2,"Fichte",0.52,0.0829383886255924,0.0755102040816327,0.94300518134715
-1,60,363,34.3,35.3,47.6,40.8,50.4,666,24,3.4,42.6,50,21.7,1111,18.5,"Fichte",0.439999999999999,0.062015503875969,0.0666666666666667,1.04411764705882
-1,65,346,35.7,36.8,49.8,42.8,53.4,722,18,3.2,48.5,49,21.1,1217,18.7,"Fichte",0.4,0.0494505494505494,0.060377358490566,1.13317757009346
-1,70,332,36.9,38,51.9,44.7,56.1,775,14,3.1,52.9,49,20.4,1319,18.8,"Fichte",0.380000000000001,0.0404624277456647,0.0563636363636364,1.1834451901566
-1,75,320,38,39.1,53.8,46.3,58.7,827,12,2.9,56.8,48,19.8,1418,18.9,"Fichte",0.319999999999999,0.036144578313253,0.0511463844797178,1.2267818574514
0,20,2161,9.8,10.7,16.8,9.9,14.4,85,1454,5.5,6.9,25,14.5,121,6.1,"Fichte",NA,0.402213001383126,0.246636771300448,0.696969696969697
0,25,1329,13.3,14.2,21.3,14.3,19.1,140,832,5.4,9.1,34,17.7,210,8.4,"Fichte",0.88,0.385006941230912,0.202247191011236,0.636363636363636
0,30,900,16.5,17.4,25.6,19,23.6,199,429,5,12.2,38,19.4,306,10.2,"Fichte",0.94,0.322799097065463,0.163398692810458,0.642105263157895
0,35,708,19.5,20.4,29.5,23,27.7,259,192,4.6,17.4,41,20.2,407,11.6,"Fichte",0.8,0.213333333333333,0.134897360703812,0.756521739130435
0,40,641,22.1,23.1,32.8,25.5,31.6,319,67,4.2,28.4,42,20.5,510,12.7,"Fichte",0.5,0.0946327683615819,0.113513513513514,1.11372549019608
0,45,604,24.5,25.4,35.6,27.4,35.2,379,37,4,37,42,20.4,612,13.6,"Fichte",0.38,0.0577223088923557,0.101010101010101,1.35036496350365
0,50,564,26.6,27.6,38.1,29.3,38.6,437,39,3.7,34.8,43,20.2,713,14.3,"Fichte",0.38,0.0646766169154229,0.0885167464114832,1.1877133105802
0,55,519,28.4,29.4,40.4,31.5,41.7,494,46,3.6,31.5,43,19.9,812,14.8,"Fichte",0.44,0.0814159292035398,0.0818181818181818,1
0,60,473,30,31.1,42.6,33.9,44.6,548,45,3.4,31,43,19.4,909,15.2,"Fichte",0.48,0.0868725868725869,0.0739130434782609,0.914454277286136
0,65,434,31.5,32.5,44.9,36.3,47.3,599,39,3.3,32.7,43,19,1004,15.4,"Fichte",0.48,0.0824524312896406,0.0684647302904564,0.900826446280992
0,70,404,32.8,33.8,47,38.5,49.9,649,31,3.1,36.1,43,18.5,1096,15.7,"Fichte",0.440000000000001,0.071264367816092,0.06187624750499,0.937662337662338
0,75,381,33.9,34.9,48.9,40.4,52.3,695,23,3,40.9,43,18,1186,15.8,"Fichte",0.38,0.0569306930693069,0.0578034682080925,1.01237623762376
0,80,363,34.9,36,50.4,42,54.5,740,17,2.9,46.3,43,17.5,1274,15.9,"Fichte",0.32,0.0447368421052632,0.0544090056285178,1.10238095238095
0,85,349,35.8,36.9,51.7,43.4,56.6,781,14,2.8,50.4,43,17,1359,16,"Fichte",0.28,0.0385674931129477,0.0513761467889908,1.16129032258065
0,90,336,36.6,37.7,52.9,44.7,58.6,821,13,2.8,52.1,43,16.5,1441,16,"Fichte",0.260000000000001,0.0372492836676218,0.0502692998204668,1.165548098434
0,95,324,37.3,38.4,54.1,46.1,60.4,858,13,2.7,52.3,43,16.1,1522,16,"Fichte",0.28,0.0385756676557863,0.0475352112676056,1.13449023861171
1,25,2211,10,10.9,16.4,9.7,15.3,80,1148,5.5,7.8,25,13.1,130,5.2,"Fichte",NA,0.341768383447455,0.251141552511416,0.804123711340206
1,30,1497,12.9,13.8,20.7,13.3,19.4,127,714,5,9.5,30,15.3,206,6.9,"Fichte",0.72,0.322930800542741,0.194552529182879,0.714285714285714
1,35,1083,15.6,16.5,24.5,17,23.2,177,414,4.5,11.7,32,16.6,289,8.3,"Fichte",0.74,0.276553106212425,0.155172413793103,0.688235294117647
1,40,863,18,19,27.8,20.3,26.8,230,220,4.1,15.3,34,17.2,375,9.4,"Fichte",0.66,0.203139427516159,0.128526645768025,0.753694581280788
1,45,755,20.3,21.2,30.6,22.7,30.1,282,108,3.8,21,34,17.4,462,10.3,"Fichte",0.48,0.125144843568946,0.11046511627907,0.92511013215859
1,50,705,22.3,23.3,33.1,24.4,33.2,334,49,3.5,30.2,35,17.4,550,11,"Fichte",0.34,0.0649867374005305,0.0956284153005464,1.23770491803279
1,55,669,24.1,25.1,35.4,26,36.1,385,36,3.4,34.5,36,17.3,636,11.6,"Fichte",0.32,0.051063829787234,0.0876288659793815,1.32692307692308
1,60,631,25.8,26.7,37.7,27.6,38.8,434,39,3.3,32.9,36,17.1,721,12,"Fichte",0.32,0.0582089552238806,0.0804878048780488,1.19202898550725
1,65,587,27.2,28.2,39.9,29.4,41.3,481,44,3.2,30.5,37,16.8,805,12.4,"Fichte",0.359999999999999,0.0697305863708399,0.074245939675174,1.03741496598639
1,70,542,28.5,29.5,42.1,31.4,43.6,525,45,3.1,29.8,38,16.4,887,12.7,"Fichte",0.4,0.0766609880749574,0.0685840707964602,0.949044585987261
1,75,501,29.7,30.7,43.9,33.4,45.8,567,41,3.1,30.8,38,16.1,967,12.9,"Fichte",0.4,0.0756457564575646,0.0659574468085106,0.922155688622755
1,80,466,30.7,31.8,45.4,35.2,47.8,606,35,3,32.9,39,15.7,1046,13.1,"Fichte",0.360000000000001,0.0698602794411178,0.0619834710743802,0.934659090909091
1,85,435,31.7,32.7,46.7,37,49.7,644,30,3,35.3,39,15.3,1122,13.2,"Fichte",0.359999999999999,0.0645161290322581,0.0603621730382294,0.954054054054054
1,90,409,32.5,33.6,47.9,38.6,51.5,678,27,2.9,37.4,40,14.9,1197,13.3,"Fichte",0.32,0.0619266055045872,0.0570866141732283,0.968911917098445
1,95,385,33.3,34.3,49.1,40.3,53.1,711,24,2.9,39.1,40,14.6,1270,13.4,"Fichte",0.339999999999999,0.058679706601467,0.0557692307692308,0.970223325062035
1,100,363,33.9,35,50.3,42,54.7,742,22,2.8,40.8,40,14.2,1341,13.4,"Fichte",0.340000000000001,0.0571428571428571,0.0527306967984934,0.971428571428571
1,105,344,34.6,35.6,51.3,43.6,56.2,771,20,2.8,42.3,41,13.9,1411,13.4,"Fichte",0.32,0.0549450549450549,0.0517560073937153,0.970183486238532
1,110,325,35.1,36.2,52.4,45.3,57.6,798,19,2.7,43.2,41,13.5,1478,13.4,"Fichte",0.339999999999999,0.0552325581395349,0.0490018148820327,0.95364238410596
2,30,2496,9.5,10.3,15.7,9,15.2,67,1006,5.3,8.2,23,11.2,118,3.9,"Fichte",NA,0.287264420331239,0.252380952380952,0.911111111111111
2,35,1816,11.9,12.7,19.6,11.7,18.7,106,680,4.7,9.3,25,12.8,183,5.2,"Fichte",0.54,0.272435897435897,0.193415637860082,0.794871794871795
2,40,1373,14.1,15,22.9,14.6,21.9,148,443,4.1,10.8,27,13.8,252,6.3,"Fichte",0.58,0.243942731277533,0.151851851851852,0.73972602739726
2,45,1100,16.2,17.1,25.7,17.2,25,192,273,3.7,13.1,28,14.3,323,7.2,"Fichte",0.52,0.198834668608886,0.125850340136054,0.761627906976744
2,50,940,18.1,19.1,28.2,19.5,27.8,237,160,3.4,16.5,28,14.6,396,7.9,"Fichte",0.46,0.145454545454545,0.107594936708861,0.846153846153846
2,55,850,19.9,20.8,30.5,21.4,30.4,281,90,3.2,21.4,29,14.7,470,8.5,"Fichte",0.38,0.0957446808510638,0.0949554896142433,1
2,60,791,21.5,22.5,32.7,23,32.9,324,59,3.1,26,30,14.6,543,9,"Fichte",0.32,0.0694117647058824,0.0865921787709497,1.1304347826087
2,65,745,23,23.9,35,24.5,35.1,365,46,3.1,29.1,31,14.5,615,9.5,"Fichte",0.3,0.0581542351453856,0.0813648293963255,1.18775510204082
2,70,703,24.3,25.3,37.1,25.9,37.2,404,41,3,30.6,32,14.3,686,9.8,"Fichte",0.28,0.0551075268817204,0.0748129675810474,1.18146718146718
2,75,664,25.5,26.5,39,27.4,39.2,441,40,3,31,33,14,757,10.1,"Fichte",0.3,0.0568181818181818,0.0714285714285714,1.13138686131387
2,80,624,26.6,27.6,40.5,28.7,41,476,40,3,31.1,34,13.8,826,10.3,"Fichte",0.26,0.0602409638554217,0.0689655172413793,1.08362369337979
2,85,584,27.6,28.6,41.8,30.2,42.7,508,40,3,31,35,13.5,893,10.5,"Fichte",0.3,0.0641025641025641,0.0669642857142857,1.02649006622517
2,90,544,28.4,29.5,43,31.7,44.3,538,40,3,30.8,36,13.2,959,10.7,"Fichte",0.3,0.0684931506849315,0.0652173913043478,0.971608832807571
2,95,505,29.2,30.3,44.2,33.4,45.8,566,39,3,31,37,13,1024,10.8,"Fichte",0.34,0.0716911764705882,0.0635593220338983,0.92814371257485
2,100,467,30,31,45.3,35.2,47.2,592,38,3,31.6,37,12.7,1088,10.9,"Fichte",0.360000000000001,0.0752475247524752,0.062111801242236,0.897727272727273
2,105,431,30.6,31.7,46.4,37,48.5,616,36,2.9,32.4,38,12.4,1150,10.9,"Fichte",0.359999999999999,0.0770877944325482,0.0588235294117647,0.875675675675676
2,110,398,31.2,32.3,47.4,39,49.7,639,34,2.9,33.3,38,12.1,1210,11,"Fichte",0.4,0.0787037037037037,0.0576540755467197,0.853846153846154
2,115,366,31.8,32.8,48.5,41.1,50.9,660,32,2.9,34,39,11.9,1270,11,"Fichte",0.42,0.0804020100502513,0.056420233463035,0.827250608272506
2,120,335,32.3,33.3,49.6,43.4,52,679,30,2.9,34.6,39,11.6,1328,11.1,"Fichte",0.459999999999999,0.0821917808219178,0.0552380952380952,0.797235023041475
3,40,2261,10.5,11.3,17.9,10.1,17,78,688,4.5,9.1,21,10.3,146,3.7,"Fichte",NA,0.233299423533401,0.200892857142857,0.900990099009901
3,45,1770,12.4,13.2,20.8,12.2,19.8,112,491,3.9,10,22,11.1,202,4.5,"Fichte",0.42,0.217160548429898,0.157894736842105,0.819672131147541
3,50,1428,14.2,15,23.2,14.4,22.3,147,342,3.5,11.4,23,11.7,260,5.2,"Fichte",0.44,0.193220338983051,0.131086142322097,0.791666666666667
3,55,1198,15.8,16.7,25.5,16.5,24.7,184,230,3.2,13.3,24,11.9,320,5.8,"Fichte",0.42,0.161064425770308,0.111498257839721,0.806060606060606
3,60,1049,17.4,18.3,27.8,18.4,26.9,219,150,3.1,16.1,24,12.1,380,6.3,"Fichte",0.38,0.125104253544621,0.100323624595469,0.875
3,65,953,18.8,19.7,30.1,20,29,254,95,3,20,26,12.1,441,6.8,"Fichte",0.32,0.0906488549618321,0.0906344410876133,1
3,70,893,20.1,21.1,32.2,21.4,30.9,287,60,3,25,27,12,501,7.2,"Fichte",0.28,0.0629590766002099,0.0852272727272727,1.16822429906542
3,75,832,21.3,22.3,34,22.8,32.6,319,61,2.9,24.8,28,11.9,560,7.5,"Fichte",0.28,0.0683090705487122,0.0785907859078591,1.08771929824561
3,80,784,22.4,23.4,35.6,24,34.2,348,48,3,27.9,30,11.8,619,7.7,"Fichte",0.24,0.0576923076923077,0.077720207253886,1.1625
3,85,741,23.5,24.4,36.9,25.2,35.8,375,43,3,29.7,31,11.6,677,8,"Fichte",0.24,0.0548469387755102,0.075187969924812,1.17857142857143
3,90,699,24.4,25.4,38.1,26.3,37.2,401,43,3,29.9,32,11.4,735,8.2,"Fichte",0.22,0.0579514824797844,0.072992700729927,1.13688212927757
3,95,655,25.2,26.2,39.3,27.6,38.5,424,44,3,29.4,33,11.2,791,8.3,"Fichte",0.26,0.0629470672389127,0.0709219858156028,1.06521739130435
3,100,609,26,27,40.4,29.1,39.7,445,45,3,29.1,34,11,846,8.5,"Fichte",0.3,0.0688073394495413,0.0691244239631336,1
3,105,564,26.7,27.7,41.5,30.6,40.9,465,46,3,28.9,34,10.8,900,8.6,"Fichte",0.3,0.0754098360655738,0.0674157303370786,0.944444444444444
3,110,518,27.4,28.4,42.5,32.3,41.9,483,46,3,28.8,35,10.6,953,8.7,"Fichte",0.339999999999999,0.0815602836879433,0.0659340659340659,0.891640866873065
3,115,472,28,29,43.6,34.3,42.9,500,46,3,28.7,35,10.4,1005,8.7,"Fichte",0.4,0.0888030888030888,0.0643776824034335,0.836734693877551
3,120,426,28.5,29.5,44.6,36.5,43.9,515,46,3,28.7,36,10.2,1057,8.8,"Fichte",0.440000000000001,0.0974576271186441,0.0630252100840336,0.786301369863014
4,40,3149,6.9,7.6,12.9,5.6,12.1,8,933,4.9,7.4,15,6.8,40,1.1,"Fichte",NA,0.228564429201372,0.275280898876405,1.32142857142857
4,45,2440,8.6,9.3,15.9,7.2,14.6,32,709,4.1,6.9,16,7.9,81,1.8,"Fichte",0.32,0.225150841536996,0.205,0.958333333333333
4,50,1916,10.3,10.9,18.2,9.3,16.8,57,524,3.6,6.3,18,8.8,124,2.5,"Fichte",0.42,0.214754098360656,0.165137614678899,0.67741935483871
4,55,1546,11.7,12.6,20.5,11.6,19,87,370,3.2,5.2,19,9.1,170,3.1,"Fichte",0.46,0.193110647181628,0.135021097046414,0.448275862068966
4,60,1307,13.3,14.1,22.9,13.8,20.9,114,241,3.1,6.2,18,9.6,217,3.6,"Fichte",0.44,0.155684754521964,0.119230769230769,0.449275362318841
4,65,1161,14.6,15.5,25.2,15.5,22.9,143,144,2.9,10.9,21,9.7,267,4.1,"Fichte",0.34,0.110344827586207,0.103202846975089,0.703225806451613
4,70,1083,15.9,16.9,27.3,16.9,24.6,170,79,3,19.4,22,9.7,316,4.6,"Fichte",0.28,0.067986230636833,0.099009900990099,1.14792899408284
4,75,1000,17.1,18.1,29,18.2,26,197,82,2.8,18.6,23,9.8,363,4.9,"Fichte",0.26,0.0757855822550832,0.0880503144654088,1.02197802197802
4,80,944,18.2,19.2,30.7,19.3,27.4,220,56,3,24.7,26,9.8,412,5.1,"Fichte",0.22,0.056,0.0890207715133531,1.27979274611399
4,85,898,19.4,20.2,32,20.2,28.9,242,46,3,28.4,27,9.7,461,5.5,"Fichte",0.18,0.048728813559322,0.0857142857142857,1.40594059405941
4,90,854,20.4,21.3,33.2,20.9,30.1,264,46,3,29,28,9.6,511,5.7,"Fichte",0.14,0.0511111111111111,0.0828729281767956,1.38755980861244
4,95,805,21.2,22.1,34.4,21.8,31.2,282,49,3,27.8,29,9.4,558,5.8,"Fichte",0.18,0.0573770491803279,0.0802139037433155,1.27522935779817
4,100,751,22,23,35.5,23,32.2,298,52,3,26.6,31,9.3,604,6.1,"Fichte",0.24,0.0647571606475716,0.0779220779220779,1.15652173913043
4,105,697,22.8,23.7,36.6,24.2,33.3,314,56,3.1,25.4,30,9.2,650,6.3,"Fichte",0.24,0.0743691899070385,0.0780856423173804,1.0495867768595
4,110,638,23.6,24.5,37.6,25.6,34.1,327,58,3.1,24.3,32,9.1,696,6.4,"Fichte",0.28,0.0833333333333333,0.0761670761670762,0.94921875
4,115,578,24.2,25.2,38.7,27.5,34.9,340,60,3.1,23.4,31,8.9,740,6.4,"Fichte",0.38,0.0940438871473354,0.0741626794258373,0.850909090909091
4,120,517,24.7,25.7,39.6,29.6,35.8,351,62,3.1,22.8,33,8.8,786,6.5,"Fichte",0.42,0.107081174438687,0.072599531615925,0.77027027027027
-1,20,2424,11.9,13.2,21.1,10.5,13.8,113,1784,14.6,10.2,89,26.6,202,10.1,"Kiefer",NA,0.423954372623574,0.408963585434174,0.971428571428571
-1,25,1509,14.6,15.9,24.5,14,17.4,155,914,11.4,12.6,81,24.5,325,13,"Kiefer",0.7,0.37721832439125,0.317548746518106,0.9
-1,30,1045,17.2,18.4,27.1,17.5,21,195,464,9,15.7,72,22.3,436,14.5,"Kiefer",0.7,0.307488402915838,0.249307479224377,0.897142857142857
-1,35,742,19.5,20.7,29.2,21.5,24.5,232,303,7.2,17.4,64,20.3,538,15.4,"Kiefer",0.8,0.289952153110048,0.197802197802198,0.809302325581395
-1,40,576,21.6,22.8,30.8,25.1,27.9,268,166,5.9,21.4,57,18.6,631,15.8,"Kiefer",0.72,0.223719676549865,0.160762942779292,0.852589641434263
-1,45,479,23.5,24.7,32.2,28.1,31.2,302,97,5,25.6,52,17.1,716,15.9,"Kiefer",0.6,0.168402777777778,0.134408602150538,0.911032028469751
-1,50,417,25.2,26.5,33.3,30.7,34.5,334,62,4.3,29.6,47,15.8,795,15.9,"Kiefer",0.52,0.129436325678497,0.11436170212766,0.964169381107492
-1,55,373,26.8,28,34.2,33,37.7,364,44,3.7,32.8,43,14.7,868,15.8,"Kiefer",0.46,0.105515587529976,0.0976253298153034,0.993939393939394
-1,60,340,28.2,29.5,34.9,35.1,40.7,393,33,3.3,35.4,40,13.7,937,15.6,"Kiefer",0.42,0.0884718498659517,0.0863874345549738,1.00854700854701
-1,65,313,29.5,30.8,35.5,37.1,43.7,420,27,2.9,37.2,37,12.8,1001,15.4,"Kiefer",0.4,0.0794117647058823,0.0755208333333333,1.00269541778976
-1,70,291,30.7,31.9,36,38.9,46.7,447,22,2.6,38.8,34,12.1,1061,15.2,"Kiefer",0.359999999999999,0.0702875399361022,0.0673575129533679,0.997429305912596
-1,75,272,31.8,33,36.4,40.7,49.5,471,18,2.4,40.6,32,11.4,1118,14.9,"Kiefer",0.360000000000001,0.0620689655172414,0.0618556701030928,0.997542997542997
-1,80,257,32.8,34,36.7,42.3,52.3,495,15,2.2,42.8,30,10.8,1172,14.7,"Kiefer",0.319999999999999,0.0551470588235294,0.0565552699228792,1.01182033096927
-1,85,245,33.6,34.8,36.9,43.7,55.1,517,13,2,45.2,29,10.2,1223,14.4,"Kiefer",0.280000000000001,0.0503875968992248,0.051413881748072,1.03432494279176
-1,90,234,34.4,35.6,37.1,45,57.7,539,11,1.9,47.5,27,9.7,1272,14.1,"Kiefer",0.259999999999999,0.0448979591836735,0.0487179487179487,1.05555555555556
0,20,3404,10.1,11.4,18.3,8.5,13.1,96,2163,12.3,8.5,67,21.3,162,8.1,"Kiefer",NA,0.388539608406682,0.401960784313726,1
0,25,2196,12.6,13.9,21.8,11.2,16.5,133,1207,10.3,10.4,65,20.4,264,10.6,"Kiefer",0.54,0.354687040846312,0.320872274143302,0.928571428571429
0,30,1515,14.8,16.1,24.5,14,19.8,167,682,8.4,12.5,60,19,359,12,"Kiefer",0.56,0.310423304506145,0.25531914893617,0.892857142857143
0,35,1132,16.9,18.2,26.6,16.8,22.9,200,383,7,15.2,55,17.6,447,12.8,"Kiefer",0.56,0.252805280528053,0.208333333333333,0.904761904761905
0,40,850,18.8,20.1,28.4,20,26,230,282,5.9,16.3,51,16.3,529,13.2,"Kiefer",0.64,0.249116607773852,0.17201166180758,0.815
