"Ekl","Alter","N","Hg","H100","G","Dg","Dw","V","N_aus","G_aus","Dg_aus","V_aus","iV","GWL","dGZ","Art","dDg_dt","thin_N_frac","thin_G_frac","Dg_aus_rel"
3,120,331,35,37.3,53.4,45.3,88.2,817,18,3.3,48.3,46,14.5,1703,14.2,"Douglasie",0.339999999999999,0.0515759312320917,0.0582010582010582,1.06622516556291
4,20,3465,3.9,5.3,6.3,4.4,10.9,0,1234,0,0,0,0.5,0,0,"Douglasie",NA,0.262609065758672,0,0
4,25,2540,6.9,8.4,12.5,7.2,14.6,26,925,0.5,2.9,0,5.8,19,0.8,"Douglasie",0.56,0.266955266955267,0.0384615384615385,0.402777777777778
4,30,1903,9.8,11.4,17.8,9.9,17.8,66,638,2.4,6.5,11,9.8,67,2.2,"Douglasie",0.54,0.251082251082251,0.118811881188119,0.656565656565657
4,35,1470,12.4,13.9,22.1,12.6,21.1,106,433,3.6,9.3,20,12.3,130,3.7,"Douglasie",0.54,0.227535470310037,0.140077821011673,0.738095238095238
4,40,1176,14.6,16.2,26,15.5,24.3,149,294,4,11.6,26,13.8,199,5,"Douglasie",0.58,0.2,0.133333333333333,0.748387096774194
4,45,979,16.5,18.3,29.2,18.3,27.6,192,197,4.3,14.1,32,14.8,274,6.1,"Douglasie",0.56,0.167517006802721,0.128358208955224,0.770491803278688
4,50,845,18.3,20.2,31.8,20.8,30.7,232,133,4.5,16.7,36,15.3,350,6.9,"Douglasie",0.5,0.1359918200409,0.12396694214876,0.802884615384615
4,55,755,19.8,21.7,33.9,23,33.9,271,91,4.6,20.7,38,15.7,427,7.7,"Douglasie",0.44,0.107565011820331,0.119480519480519,0.9
4,60,694,21,23,36,24.8,37.3,310,61,4.5,26.6,40,15.6,506,8.5,"Douglasie",0.36,0.080794701986755,0.111111111111111,1.07258064516129
4,65,650,22.4,24.3,37.7,26.2,40.5,347,43,4.2,33.9,41,15.6,583,9,"Douglasie",0.28,0.062049062049062,0.100238663484487,1.29389312977099
4,70,621,23.3,25.4,39.1,27.2,43.7,384,31,4.2,41.5,41,15.5,661,9.4,"Douglasie",0.2,0.0475460122699387,0.0969976905311778,1.52573529411765
4,75,597,24.3,26.4,40.3,28.1,47,418,22,4.1,47.8,41,15.2,736,9.8,"Douglasie",0.18,0.0355411954765751,0.0923423423423423,1.70106761565836
4,80,580,25.2,27.2,41.3,28.7,50.3,451,19,3.9,52,42,14.9,811,10.2,"Douglasie",0.12,0.0317195325542571,0.086283185840708,1.81184668989547
4,85,564,26,28,42,29.2,53.7,484,16,3.8,54.7,42,14.6,886,10.4,"Douglasie",0.1,0.0275862068965517,0.0829694323144105,1.87328767123288
4,90,549,26.7,28.7,42.6,29.7,57.2,516,15,3.8,55.4,41,14.4,958,10.7,"Douglasie",0.1,0.0265957446808511,0.0818965517241379,1.86531986531987
4,95,532,27.2,29.4,43.3,29.9,60.6,544,17,3.5,53.2,40,14.1,1028,10.8,"Douglasie",0.0399999999999999,0.0309653916211293,0.0747863247863248,1.77926421404682
4,100,515,27.8,30,44.3,30.5,64.2,575,17,3.5,50,41,13.8,1097,10.9,"Douglasie",0.12,0.0319548872180451,0.0732217573221757,1.63934426229508
4,105,496,28.3,30.5,45.5,31.2,67.6,603,19,3.4,48.3,40,13.5,1165,11.1,"Douglasie",0.14,0.0368932038834951,0.0695296523517382,1.54807692307692
4,110,477,28.8,31,46.8,32,71.3,628,18,3.3,47.2,39,13.2,1231,11.3,"Douglasie",0.16,0.0363636363636364,0.0658682634730539,1.475
4,115,458,29.4,31.5,47.9,32.6,74.9,654,20,3.2,46.9,38,12.8,1295,11.3,"Douglasie",0.12,0.0418410041841004,0.0626223091976517,1.43865030674847
4,120,439,29.8,31.9,49.3,33.2,78.4,680,19,3.2,46.4,37,12.7,1358,11.3,"Douglasie",0.12,0.0414847161572052,0.060952380952381,1.39759036144578
-1,15,3126,8.4,10.7,10.9,6.7,11,36,0,0,0,0,9.9,60,4,"Eiche",NA,0,0,0
-1,20,1923,11.5,13.6,12.7,9.2,14.4,72,1203,5.1,7.3,29,13.1,126,6.3,"Eiche",0.5,0.384836852207294,0.286516853932584,0.793478260869565
-1,25,1375,14.1,16.1,14.5,11.6,17.7,109,549,4.9,10.7,35,14.4,197,7.9,"Eiche",0.48,0.285343035343035,0.252577319587629,0.922413793103448
-1,30,1063,16.4,18.2,16.2,13.9,20.9,144,312,4.6,13.7,39,14.8,271,9,"Eiche",0.46,0.226909090909091,0.221153846153846,0.985611510791367
-1,35,860,18.4,20.1,17.7,16.2,24,178,203,4.3,16.4,41,14.8,346,9.9,"Eiche",0.46,0.190968955785513,0.195454545454545,1.01234567901235
-1,40,715,20.2,21.8,19.1,18.4,26.9,209,145,4,18.7,42,14.6,419,10.5,"Eiche",0.44,0.168604651162791,0.173160173160173,1.01630434782609
-1,45,605,21.7,23.3,20.2,20.6,29.8,238,110,3.8,20.9,43,14.3,490,10.9,"Eiche",0.440000000000001,0.153846153846154,0.158333333333333,1.01456310679612
-1,50,519,23.1,24.6,21.1,22.8,32.6,264,86,3.6,22.9,43,13.9,560,11.2,"Eiche",0.44,0.142148760330579,0.145748987854251,1.00438596491228
-1,55,450,24.4,25.8,21.9,24.9,35.4,289,69,3.4,25,43,13.6,628,11.4,"Eiche",0.42,0.132947976878613,0.134387351778656,1.00401606425703
-1,60,395,25.5,26.9,22.6,27,38.1,312,56,3.2,27.1,43,13.2,694,11.6,"Eiche",0.42,0.124168514412417,0.124031007751938,1.0037037037037
-1,65,350,26.6,27.9,23.2,29.1,40.8,333,45,3.1,29.4,43,12.8,757,11.7,"Eiche",0.42,0.113924050632911,0.11787072243346,1.01030927835052
-1,70,313,27.6,28.8,23.8,31.1,43.4,352,37,2.9,31.9,43,12.4,819,11.7,"Eiche",0.4,0.105714285714286,0.108614232209738,1.02572347266881
-1,75,283,28.4,29.6,24.4,33.2,46,370,30,2.8,34.4,42,12,879,11.7,"Eiche",0.42,0.0958466453674121,0.102941176470588,1.03614457831325
-1,80,257,29.3,30.4,25,35.2,48.6,386,25,2.7,36.8,42,11.7,938,11.7,"Eiche",0.4,0.0886524822695035,0.0974729241877256,1.04545454545455
-1,85,235,30,31.1,25.5,37.2,51.1,402,22,2.6,39.1,41,11.3,994,11.7,"Eiche",0.4,0.0856031128404669,0.0925266903914591,1.0510752688172
-1,90,217,30.7,31.8,26.1,39.1,53.6,416,19,2.5,41.2,41,11,1049,11.7,"Eiche",0.38,0.0805084745762712,0.0874125874125874,1.0537084398977
-1,95,200,31.4,32.4,26.6,41.1,56.1,429,16,2.4,43.3,40,10.7,1103,11.6,"Eiche",0.4,0.0740740740740741,0.0827586206896552,1.05352798053528
-1,100,186,32,33,27,43.1,58.5,441,15,2.3,45.2,40,10.4,1155,11.5,"Eiche",0.4,0.0746268656716418,0.0784982935153583,1.04872389791183
-1,105,173,32.6,33.5,27.5,45,60.9,453,13,2.3,47.2,39,10.1,1205,11.5,"Eiche",0.38,0.0698924731182796,0.0771812080536913,1.04888888888889
-1,110,161,33.1,34.1,27.9,46.9,63.3,464,12,2.2,49.1,39,9.8,1255,11.4,"Eiche",0.38,0.069364161849711,0.0730897009966777,1.04690831556503
-1,115,151,33.6,34.5,28.2,48.8,65.7,474,10,2.1,51.1,38,9.6,1303,11.3,"Eiche",0.38,0.062111801242236,0.0693069306930693,1.04713114754098
-1,120,141,34.1,35,28.6,50.7,68,483,9,2.1,52.9,37,9.3,1349,11.2,"Eiche",0.380000000000001,0.06,0.0684039087947883,1.04339250493097
-1,125,133,34.5,35.4,28.9,52.6,70.3,492,9,2,54.7,37,9.1,1395,11.2,"Eiche",0.38,0.0633802816901408,0.0647249190938511,1.03992395437262
-1,130,125,35,35.8,29.2,54.5,72.6,500,8,1.9,56.4,36,8.9,1439,11.1,"Eiche",0.38,0.0601503759398496,0.0610932475884244,1.0348623853211
-1,135,118,35.4,36.2,29.4,56.3,74.9,508,7,1.9,58.2,36,8.7,1483,11,"Eiche",0.359999999999999,0.056,0.060702875399361,1.03374777975133
-1,140,112,35.8,36.6,29.7,58.2,77.2,515,7,1.8,60,35,8.5,1525,10.9,"Eiche",0.380000000000001,0.0588235294117647,0.0571428571428571,1.03092783505155
-1,145,106,36.1,36.9,29.9,60,79.4,522,6,1.8,61.9,34,8.3,1566,10.8,"Eiche",0.359999999999999,0.0535714285714286,0.056782334384858,1.03166666666667
-1,150,100,36.5,37.2,30.1,61.9,81.7,529,5,1.7,64,34,8.1,1607,10.7,"Eiche",0.38,0.0476190476190476,0.0534591194968553,1.03392568659128
-1,155,95,36.8,37.6,30.3,63.7,83.9,535,5,1.7,66,33,7.9,1646,10.6,"Eiche",0.360000000000001,0.05,0.053125,1.03610675039246
-1,160,91,37.1,37.9,30.5,65.5,86.1,541,5,1.7,67.7,33,7.7,1685,10.5,"Eiche",0.359999999999999,0.0520833333333333,0.0527950310559006,1.03358778625954
-1,165,86,37.4,38.1,30.7,67.3,88.3,546,4,1.6,69.2,32,7.6,1723,10.4,"Eiche",0.359999999999999,0.0444444444444444,0.0495356037151703,1.02823179791976
-1,170,82,37.7,38.4,30.9,69.1,90.4,551,4,1.6,70.2,32,7.4,1760,10.4,"Eiche",0.359999999999999,0.0465116279069767,0.0492307692307692,1.01591895803184
-1,175,78,38,38.7,30.9,70.9,92.6,556,4,1.5,71.1,31,7.3,1796,10.3,"Eiche",0.360000000000002,0.048780487804878,0.0462962962962963,1.00282087447109
0,20,2320,9.4,11.3,11.3,7.9,11.6,42,1638,3.8,5.4,17,8.9,71,3.5,"Eiche",NA,0.413845376452754,0.251655629139073,0.683544303797468
0,25,1619,11.8,13.6,13,10.1,14.5,72,701,3.9,8.4,23,10.5,123,4.9,"Eiche",0.44,0.302155172413793,0.230769230769231,0.831683168316832
0,30,1235,13.9,15.6,14.7,12.3,17.3,102,385,3.7,11.1,26,11.3,180,6,"Eiche",0.44,0.237654320987654,0.201086956521739,0.902439024390244
0,35,989,15.8,17.4,16.3,14.5,20,131,246,3.5,13.5,28,11.6,238,6.8,"Eiche",0.44,0.19919028340081,0.176767676767677,0.931034482758621
0,40,815,17.5,19,17.6,16.6,22.7,160,173,3.3,15.6,30,11.7,296,7.4,"Eiche",0.42,0.175101214574899,0.157894736842105,0.939759036144578
0,45,685,19,20.4,18.8,18.7,25.3,187,130,3.1,17.6,31,11.6,354,7.9,"Eiche",0.42,0.159509202453988,0.141552511415525,0.941176470588235
0,50,584,20.4,21.7,19.7,20.7,27.9,212,101,3,19.4,32,11.5,411,8.2,"Eiche",0.4,0.147445255474453,0.13215859030837,0.93719806763285
0,55,504,21.6,22.9,20.5,22.7,30.4,236,80,2.9,21.4,33,11.3,468,8.5,"Eiche",0.4,0.136986301369863,0.123931623931624,0.94273127753304
0,60,439,22.7,24,21.1,24.7,32.9,258,64,2.8,23.4,33,11.1,523,8.7,"Eiche",0.4,0.127236580516899,0.117154811715481,0.947368421052632
0,65,388,23.8,24.9,21.8,26.7,35.3,279,52,2.7,25.6,33,10.8,577,8.9,"Eiche",0.4,0.118181818181818,0.110204081632653,0.958801498127341
0,70,346,24.7,25.8,22.4,28.7,37.8,298,42,2.6,28,34,10.6,630,9,"Eiche",0.4,0.108247422680412,0.104,0.975609756097561
0,75,311,25.6,26.7,22.9,30.6,40.2,317,35,2.5,30.4,34,10.4,682,9.1,"Eiche",0.38,0.101156069364162,0.0984251968503937,0.993464052287582
0,80,282,26.4,27.4,23.5,32.6,42.5,333,29,2.4,32.8,34,10.1,732,9.2,"Eiche",0.4,0.0932475884244373,0.0926640926640927,1.00613496932515
0,85,258,27.1,28.1,24.1,34.5,44.9,349,24,2.4,35,34,9.9,782,9.2,"Eiche",0.38,0.0851063829787234,0.090566037735849,1.01449275362319
0,90,237,27.8,28.8,24.6,36.4,47.2,364,21,2.3,37.2,34,9.7,830,9.2,"Eiche",0.38,0.0813953488372093,0.0855018587360595,1.02197802197802
0,95,218,28.5,29.4,25.1,38.3,49.5,378,18,2.2,39.2,34,9.4,877,9.2,"Eiche",0.38,0.076271186440678,0.0805860805860806,1.02349869451697
0,100,202,29.1,30,25.6,40.2,51.8,390,16,2.2,41.2,33,9.2,924,9.2,"Eiche",0.380000000000001,0.073394495412844,0.079136690647482,1.02487562189055
0,105,187,29.7,30.5,26,42,54,402,14,2.1,43.1,33,9,969,9.2,"Eiche",0.359999999999999,0.0696517412935323,0.0747330960854092,1.02619047619048
0,110,175,30.2,31.1,26.4,43.9,56.3,414,13,2.1,45.1,33,8.8,1013,9.2,"Eiche",0.38,0.0691489361702128,0.0736842105263158,1.02733485193622
0,115,163,30.7,31.5,26.8,45.7,58.5,424,12,2,47.1,33,8.6,1056,9.2,"Eiche",0.360000000000001,0.0685714285714286,0.0694444444444444,1.03063457330416
0,120,153,31.2,32,27.1,47.6,60.7,434,10,2,49,32,8.5,1098,9.2,"Eiche",0.38,0.0613496932515337,0.0687285223367698,1.02941176470588
0,125,143,31.7,32.4,27.4,49.4,62.9,443,9,1.9,50.8,32,8.3,1140,9.1,"Eiche",0.359999999999999,0.0592105263157895,0.0648464163822526,1.02834008097166
0,130,135,32.1,32.8,27.7,51.2,65,452,9,1.9,52.6,32,8.1,1180,9.1,"Eiche",0.360000000000001,0.0625,0.0641891891891892,1.02734375
0,135,127,32.5,33.2,28,53,67.2,460,8,1.8,54.4,31,7.9,1220,9,"Eiche",0.359999999999999,0.0592592592592593,0.0604026845637584,1.02641509433962
0,140,120,32.9,33.6,28.2,54.8,69.3,468,7,1.8,56.3,31,7.8,1259,9,"Eiche",0.359999999999999,0.0551181102362205,0.06,1.02737226277372
0,145,113,33.2,33.9,28.5,56.6,71.5,475,7,1.7,58.3,31,7.6,1297,8.9,"Eiche",0.360000000000001,0.0583333333333333,0.0562913907284768,1.03003533568905
0,150,107,33.6,34.3,28.7,58.4,73.6,482,6,1.7,60.4,30,7.5,1335,8.9,"Eiche",0.359999999999999,0.0530973451327434,0.055921052631579,1.03424657534247
0,155,102,33.9,34.6,28.9,60.2,75.7,489,5,1.7,62.4,30,7.3,1371,8.8,"Eiche",0.360000000000001,0.0467289719626168,0.0555555555555556,1.03654485049834
0,160,97,34.3,34.9,29.1,61.9,77.8,495,5,1.6,64.3,30,7.2,1407,8.8,"Eiche",0.339999999999999,0.0490196078431373,0.0521172638436482,1.03877221324717
0,165,92,34.6,35.2,29.3,63.7,79.9,501,5,1.6,65.8,29,7.1,1443,8.7,"Eiche",0.360000000000001,0.0515463917525773,0.0517799352750809,1.03296703296703
0,170,87,34.8,35.4,29.4,65.5,81.9,507,4,1.6,66.9,29,6.9,1478,8.7,"Eiche",0.359999999999999,0.043956043956044,0.0516129032258065,1.02137404580153
0,175,83,35.1,35.7,29.5,67.2,84,512,4,1.5,67.9,29,6.8,1512,8.6,"Eiche",0.340000000000001,0.0459770114942529,0.0483870967741935,1.01041666666667
0,180,79,35.4,36,29.5,69,86,517,4,1.5,68.9,28,6.7,1545,8.6,"Eiche",0.359999999999999,0.0481927710843374,0.0483870967741935,0.998550724637681
1,25,1974,9.5,11.2,11.6,8.6,11.6,41,965,2.8,6.1,13,7,67,2.7,"Eiche",NA,0.328342973800612,0.194444444444444,0.709302325581395
1,30,1472,11.5,13.1,13.3,10.7,14.1,65,502,2.8,8.4,16,8.1,108,3.6,"Eiche",0.42,0.254305977710233,0.173913043478261,0.785046728971963
1,35,1161,13.3,14.8,14.8,12.7,16.5,90,311,2.7,10.5,18,8.6,151,4.3,"Eiche",0.4,0.211277173913043,0.154285714285714,0.826771653543307
1,40,947,14.9,16.3,16.2,14.7,18.9,114,215,2.6,12.4,20,8.9,195,4.9,"Eiche",0.4,0.185025817555938,0.138297872340426,0.843537414965986
1,45,788,16.3,17.6,17.3,16.7,21.3,139,159,2.5,14.2,21,9,240,5.3,"Eiche",0.4,0.167898627243928,0.126262626262626,0.850299401197605
1,50,666,17.6,18.9,18.2,18.7,23.6,162,122,2.4,15.9,22,9.1,286,5.7,"Eiche",0.4,0.154822335025381,0.116504854368932,0.850267379679144
1,55,571,18.8,20,19,20.6,25.9,184,96,2.3,17.7,23,9.1,331,6,"Eiche",0.38,0.143928035982009,0.107981220657277,0.859223300970874
1,60,495,19.9,21,19.7,22.5,28.2,206,76,2.3,19.6,24,9,376,6.3,"Eiche",0.38,0.133099824868651,0.104545454545455,0.871111111111111
1,65,434,20.9,22,20.3,24.4,30.4,226,61,2.2,21.6,24,8.9,421,6.5,"Eiche",0.38,0.123232323232323,0.0977777777777778,0.885245901639344
1,70,385,21.8,22.9,20.9,26.3,32.7,245,49,2.2,23.8,25,8.8,465,6.6,"Eiche",0.38,0.112903225806452,0.0952380952380953,0.904942965779468
1,75,345,22.7,23.7,21.5,28.2,34.9,263,40,2.1,26.1,25,8.7,508,6.8,"Eiche",0.38,0.103896103896104,0.0889830508474576,0.925531914893617
1,80,312,23.5,24.4,22.1,30,37,280,33,2.1,28.4,26,8.5,551,6.9,"Eiche",0.36,0.0956521739130435,0.0867768595041322,0.946666666666667
1,85,284,24.2,25.1,22.6,31.8,39.2,296,28,2.1,30.6,26,8.4,593,7,"Eiche",0.36,0.0897435897435897,0.0850202429149798,0.962264150943396
1,90,260,24.9,25.8,23.2,33.7,41.4,311,24,2,32.7,26,8.3,634,7,"Eiche",0.38,0.0845070422535211,0.0793650793650794,0.970326409495549
1,95,239,25.6,26.4,23.7,35.5,43.5,325,21,2,34.7,27,8.1,675,7.1,"Eiche",0.359999999999999,0.0807692307692308,0.0778210116731518,0.977464788732394
1,100,221,26.2,27,24.1,37.3,45.6,338,18,1.9,36.6,27,8,715,7.1,"Eiche",0.359999999999999,0.0753138075313808,0.0730769230769231,0.981233243967829
1,105,204,26.8,27.5,24.6,39.1,47.7,350,16,1.9,38.6,27,7.9,754,7.2,"Eiche",0.360000000000001,0.0727272727272727,0.0716981132075472,0.987212276214834
1,110,190,27.3,28.1,25,40.9,49.8,362,14,1.9,40.6,27,7.7,793,7.2,"Eiche",0.359999999999999,0.0686274509803922,0.070631970260223,0.992665036674817
1,115,177,27.8,28.5,25.3,42.7,51.9,373,13,1.8,42.6,27,7.6,831,7.2,"Eiche",0.360000000000001,0.068421052631579,0.0664206642066421,0.997658079625293
1,120,165,28.3,29,25.7,44.5,54,383,12,1.8,44.5,27,7.5,868,7.2,"Eiche",0.359999999999999,0.0677966101694915,0.0654545454545455,1
1,125,155,28.8,29.4,26,46.2,56,393,11,1.8,46.4,27,7.4,905,7.2,"Eiche",0.340000000000001,0.0662650602409639,0.0647482014388489,1.004329004329
1,130,145,29.2,29.8,26.3,48,58.1,402,10,1.7,48.2,27,7.2,941,7.2,"Eiche",0.359999999999999,0.0645161290322581,0.0607142857142857,1.00416666666667
1,135,137,29.6,30.2,26.5,49.7,60.1,411,9,1.7,50,27,7.1,977,7.2,"Eiche",0.340000000000001,0.0616438356164384,0.0602836879432624,1.00603621730382
1,140,129,30,30.6,26.8,51.5,62.2,419,8,1.7,52,27,7,1012,7.2,"Eiche",0.359999999999999,0.0583941605839416,0.0596491228070175,1.00970873786408
1,145,121,30.4,31,27,53.2,64.2,427,7,1.7,54,27,6.9,1046,7.2,"Eiche",0.340000000000001,0.0546875,0.0592334494773519,1.01503759398496
1,150,115,30.7,31.3,27.2,55,66.2,434,7,1.6,56.1,27,6.8,1080,7.2,"Eiche",0.359999999999999,0.0573770491803279,0.0555555555555556,1.02
1,155,109,31.1,31.6,27.4,56.7,68.2,441,6,1.6,58.2,26,6.7,1113,7.2,"Eiche",0.340000000000001,0.0521739130434783,0.0551724137931035,1.02645502645503
1,160,103,31.4,31.9,27.7,58.4,70.2,448,6,1.6,60.1,26,6.6,1146,7.2,"Eiche",0.339999999999999,0.055045871559633,0.0546075085324232,1.0291095890411
1,165,98,31.7,32.2,27.8,60.1,72.1,454,5,1.6,61.7,26,6.5,1179,7.1,"Eiche",0.340000000000001,0.0485436893203883,0.054421768707483,1.02662229617304
1,170,93,32,32.5,28,61.8,74.1,460,5,1.5,63,26,6.4,1210,7.1,"Eiche",0.339999999999999,0.0510204081632653,0.0508474576271186,1.01941747572816
1,175,88,32.3,32.8,28,63.5,76.1,466,5,1.5,64,26,6.3,1242,7.1,"Eiche",0.340000000000001,0.0537634408602151,0.0508474576271186,1.00787401574803
1,180,84,32.6,33,28.1,65.2,78,471,4,1.5,65.1,26,6.2,1273,7.1,"Eiche",0.340000000000001,0.0454545454545455,0.0506756756756757,0.998466257668712
2,30,1838,9.2,10.6,11.8,9.1,11.3,34,721,1.9,5.8,9,5.2,54,1.8,"Eiche",NA,0.281750683860883,0.138686131386861,0.637362637362637
2,35,1415,10.8,12.2,13.4,11,13.4,53,423,1.9,7.6,10,5.9,84,2.4,"Eiche",0.38,0.230141458106638,0.124183006535948,0.690909090909091
2,40,1133,12.3,13.6,14.7,12.9,15.6,74,282,1.9,9.2,12,6.4,116,2.9,"Eiche",0.38,0.199293286219081,0.114457831325301,0.713178294573643
2,45,930,13.6,14.8,15.9,14.7,17.7,94,203,1.8,10.7,13,6.7,149,3.3,"Eiche",0.36,0.179170344218888,0.101694915254237,0.727891156462585
2,50,777,14.9,16,16.8,16.6,19.8,115,153,1.8,12.2,14,6.9,184,3.7,"Eiche",0.38,0.164516129032258,0.0967741935483871,0.734939759036145
2,55,659,16,17.1,17.6,18.4,21.9,135,118,1.8,13.8,15,7,219,4,"Eiche",0.359999999999999,0.151866151866152,0.0927835051546392,0.75
2,60,567,17.1,18.1,18.2,20.2,23.9,155,92,1.7,15.5,15,7,254,4.2,"Eiche",0.36,0.139605462822458,0.085427135678392,0.767326732673267
2,65,494,18.1,19,18.9,22.1,26,174,73,1.7,17.3,16,7,289,4.4,"Eiche",0.38,0.128747795414462,0.0825242718446602,0.782805429864253
2,70,435,19,19.9,19.5,23.9,28,192,58,1.7,19.3,17,7,324,4.6,"Eiche",0.359999999999999,0.117647058823529,0.080188679245283,0.807531380753138
2,75,388,19.8,20.7,20,25.6,30.1,210,47,1.7,21.4,18,7,359,4.8,"Eiche",0.340000000000001,0.108045977011494,0.0783410138248848,0.8359375
2,80,349,20.6,21.4,20.6,27.4,32.1,226,39,1.7,23.6,18,6.9,393,4.9,"Eiche",0.359999999999999,0.100515463917526,0.0762331838565022,0.861313868613139
2,85,317,21.4,22.1,21.2,29.2,34.1,242,33,1.7,25.6,19,6.9,428,5,"Eiche",0.36,0.0942857142857143,0.074235807860262,0.876712328767123
2,90,289,22,22.8,21.7,30.9,36.1,257,28,1.7,27.6,19,6.8,462,5.1,"Eiche",0.34,0.0883280757097792,0.0726495726495727,0.893203883495146
2,95,265,22.7,23.4,22.2,32.7,38.1,271,24,1.7,29.6,20,6.8,496,5.2,"Eiche",0.360000000000001,0.0830449826989619,0.0711297071129707,0.90519877675841
2,100,244,23.3,24,22.7,34.4,40,284,21,1.6,31.5,20,6.7,529,5.3,"Eiche",0.339999999999999,0.0792452830188679,0.065843621399177,0.915697674418605
2,105,225,23.9,24.5,23.1,36.2,42,297,19,1.6,33.4,21,6.6,563,5.4,"Eiche",0.360000000000001,0.0778688524590164,0.0647773279352227,0.922651933701657
2,110,208,24.4,25.1,23.5,37.9,43.9,309,17,1.6,35.4,21,6.6,595,5.4,"Eiche",0.339999999999999,0.0755555555555556,0.0637450199203187,0.934036939313984
2,115,194,24.9,25.6,23.9,39.6,45.9,320,15,1.6,37.3,21,6.5,628,5.5,"Eiche",0.340000000000001,0.0717703349282297,0.0627450980392157,0.941919191919192
2,120,181,25.4,26,24.2,41.3,47.8,331,13,1.6,39.3,21,6.4,660,5.5,"Eiche",0.339999999999999,0.0670103092783505,0.062015503875969,0.951573849878935
2,125,169,25.9,26.5,24.5,43,49.8,341,12,1.6,41.2,22,6.3,691,5.5,"Eiche",0.340000000000001,0.0662983425414365,0.0613026819923372,0.958139534883721
2,130,158,26.3,26.9,24.8,44.7,51.7,350,11,1.6,43,22,6.3,723,5.6,"Eiche",0.340000000000001,0.0650887573964497,0.0606060606060606,0.961968680089485
2,135,148,26.8,27.3,25.1,46.4,53.6,359,10,1.5,44.9,22,6.2,754,5.6,"Eiche",0.339999999999999,0.0632911392405063,0.056390977443609,0.967672413793103
2,140,139,27.2,27.6,25.3,48.1,55.5,368,9,1.5,46.8,22,6.1,784,5.6,"Eiche",0.340000000000001,0.0608108108108108,0.0559701492537313,0.972972972972973
2,145,131,27.5,28,25.6,49.8,57.4,376,8,1.5,48.9,22,6,814,5.6,"Eiche",0.339999999999999,0.0575539568345324,0.0553505535055351,0.981927710843373
2,150,124,27.9,28.3,25.8,51.5,59.3,384,7,1.5,51,22,6,844,5.6,"Eiche",0.340000000000001,0.0534351145038168,0.0549450549450549,0.990291262135922
2,155,117,28.2,28.7,26,53.2,61.2,391,7,1.5,53.1,22,5.9,873,5.6,"Eiche",0.340000000000001,0.0564516129032258,0.0545454545454545,0.99812030075188
2,160,111,28.6,29,26.2,54.8,63.1,398,6,1.5,55.1,22,5.8,903,5.6,"Eiche",0.319999999999999,0.0512820512820513,0.0541516245487365,1.00547445255474
2,165,105,28.9,29.3,26.4,56.5,65,405,6,1.5,56.7,22,5.8,931,5.6,"Eiche",0.340000000000001,0.0540540540540541,0.0537634408602151,1.00353982300885
2,170,100,29.2,29.6,26.5,58.2,66.8,411,5,1.4,58,22,5.7,960,5.6,"Eiche",0.340000000000001,0.0476190476190476,0.050179211469534,0.996563573883161
2,175,95,29.5,29.9,26.6,59.8,68.7,417,5,1.4,59.2,22,5.6,988,5.6,"Eiche",0.319999999999999,0.05,0.05,0.989966555183947
2,180,90,29.8,30.1,26.6,61.5,70.6,422,5,1.4,60.4,22,5.6,1016,5.6,"Eiche",0.340000000000001,0.0526315789473684,0.05,0.982113821138211
3,40,1428,9.8,10.9,13.3,10.9,12.5,39,409,1.2,6.1,6,4.1,57,1.4,"Eiche",NA,0.222645617855199,0.0827586206896552,0.559633027522936
3,45,1146,11.1,12.1,14.4,12.7,14.4,55,282,1.2,7.3,6,4.5,80,1.8,"Eiche",0.36,0.197478991596639,0.0769230769230769,0.574803149606299
3,50,941,12.2,13.2,15.3,14.4,16.3,72,205,1.2,8.4,7,4.8,104,2.1,"Eiche",0.34,0.178883071553229,0.0727272727272727,0.583333333333333
3,55,786,13.3,14.3,16.1,16.2,18.2,89,155,1.1,9.7,8,5,129,2.3,"Eiche",0.36,0.164718384697131,0.063953488372093,0.598765432098765
3,60,668,14.3,15.2,16.8,17.9,20,107,118,1.2,11.1,8,5.1,155,2.6,"Eiche",0.34,0.150127226463104,0.0666666666666667,0.620111731843575
3,65,576,15.3,16.1,17.4,19.6,21.9,124,92,1.2,12.7,9,5.2,181,2.8,"Eiche",0.340000000000001,0.137724550898204,0.0645161290322581,0.647959183673469
3,70,504,16.1,17,18,21.3,23.8,140,72,1.2,14.4,10,5.3,207,3,"Eiche",0.34,0.125,0.0625,0.676056338028169
3,75,446,17,17.7,18.6,23,25.6,157,58,1.2,16.3,10,5.3,234,3.1,"Eiche",0.34,0.115079365079365,0.0606060606060606,0.708695652173913
3,80,399,17.7,18.5,19.2,24.7,27.5,172,47,1.2,18.1,11,5.4,261,3.3,"Eiche",0.34,0.105381165919283,0.0588235294117647,0.732793522267207
3,85,360,18.5,19.2,19.7,26.4,29.3,187,39,1.2,20,12,5.4,288,3.4,"Eiche",0.34,0.0977443609022556,0.0574162679425837,0.757575757575758
3,90,326,19.2,19.8,20.3,28.1,31.2,202,33,1.2,21.9,12,5.4,315,3.5,"Eiche",0.340000000000001,0.0919220055710306,0.0558139534883721,0.779359430604982
3,95,298,19.8,20.4,20.8,29.8,33,216,29,1.3,23.7,13,5.4,341,3.6,"Eiche",0.34,0.0886850152905199,0.0588235294117647,0.795302013422819
