siteID,year,ba,dbh,trees,growth,mort,reg,species,species_name
53,2,0,,0,,,0,7,Acer macrophyllum
54,1,0,,0,,,0,7,Acer macrophyllum
54,2,0,,0,,,0,7,Acer macrophyllum
55,1,0,,0,,,0,7,Acer macrophyllum
55,2,0,,0,,,0,7,Acer macrophyllum
56,1,0,,0,,,0,7,Acer macrophyllum
56,2,0,,0,,,0,7,Acer macrophyllum
57,1,0,,0,,,0,7,Acer macrophyllum
57,2,0,,0,,,0,7,Acer macrophyllum
58,1,0,,0,,,0,7,Acer macrophyllum
58,2,0,,0,,,0,7,Acer macrophyllum
59,1,0.0518095729690214,20.447,1.5,0.0881773688744465,0,0,7,Acer macrophyllum
59,2,0.0587463983578662,21.8863333333333,1.5,0.0751430085937129,0,0,7,Acer macrophyllum
60,1,0,,0,,,0,7,Acer macrophyllum
60,2,0,,0,,,0,7,Acer macrophyllum
61,1,0.208693809109793,50.2285,1,0.0803986054935926,0,4.16666666666667,7,Acer macrophyllum
61,2,0.236270096890977,77.216,0.5,0.0496183206106868,0,4.16666666666667,7,Acer macrophyllum
62,1,0,,0,,,0,7,Acer macrophyllum
62,2,0,,0,,,0,7,Acer macrophyllum
63,1,0,,0,,,0,7,Acer macrophyllum
63,2,0,,0,,,0,7,Acer macrophyllum
64,1,0,,0,,,0,7,Acer macrophyllum
64,2,0,,0,,,0,7,Acer macrophyllum
65,1,0,,0,,,0,7,Acer macrophyllum
65,2,0,,0,,,0,7,Acer macrophyllum
66,1,0,,0,,,0,7,Acer macrophyllum
66,2,0,,0,,,0,7,Acer macrophyllum
67,1,0,,0,,,0,7,Acer macrophyllum
67,2,0,,0,,,0,7,Acer macrophyllum
68,1,0,,0,,,0,7,Acer macrophyllum
68,2,0,,0,,,0,7,Acer macrophyllum
69,1,0,,0,,,0,7,Acer macrophyllum
69,2,0,,0,,,0,7,Acer macrophyllum
70,1,0,,0,,,0,7,Acer macrophyllum
70,2,0,,0,,,0,7,Acer macrophyllum
71,1,0,,0,,,0,7,Acer macrophyllum
71,2,0,,0,,,0,7,Acer macrophyllum
72,1,0,,0,,,0,7,Acer macrophyllum
72,2,0,,0,,,0,7,Acer macrophyllum
73,1,0,,0,,,0,7,Acer macrophyllum
73,2,0,,0,,,0,7,Acer macrophyllum
74,1,0,,0,,,0,7,Acer macrophyllum
74,2,0,,0,,,0,7,Acer macrophyllum
75,1,0,,0,,,0,7,Acer macrophyllum
75,2,0,,0,,,0,7,Acer macrophyllum
76,1,0,,0,,,0,7,Acer macrophyllum
76,2,0,,0,,,0,7,Acer macrophyllum
77,1,0,,0,,,0,7,Acer macrophyllum
77,2,0,,0,,,0,7,Acer macrophyllum
78,1,0,,0,,,0,7,Acer macrophyllum
78,2,0,,0,,,0,7,Acer macrophyllum
79,1,0,,0,,,0,7,Acer macrophyllum
79,2,0,,0,,,0,7,Acer macrophyllum
80,1,0,,0,,,0,7,Acer macrophyllum
80,2,0,,0,,,0,7,Acer macrophyllum
81,1,0,,0,,,0,7,Acer macrophyllum
81,2,0,,0,,,0,7,Acer macrophyllum
82,1,0,,0,,,0,7,Acer macrophyllum
82,2,0,,0,,,0,7,Acer macrophyllum
83,1,0,,0,,,0,7,Acer macrophyllum
83,2,0,,0,,,0,7,Acer macrophyllum
84,1,0,,0,,,0,7,Acer macrophyllum
84,2,0,,0,,,0,7,Acer macrophyllum
85,1,0,,0,,,0,7,Acer macrophyllum
85,2,0,,0,,,0,7,Acer macrophyllum
86,1,0,,0,,,0,7,Acer macrophyllum
86,2,0,,0,,,0,7,Acer macrophyllum
87,1,0,,0,,,0,7,Acer macrophyllum
87,2,0,,0,,,0,7,Acer macrophyllum
88,1,0,,0,,,0,7,Acer macrophyllum
88,2,0,,0,,,0,7,Acer macrophyllum
89,1,0,,0,,,0,7,Acer macrophyllum
89,2,0,,0,,,0,7,Acer macrophyllum
90,1,0,,0,,,0,7,Acer macrophyllum
90,2,0,,0,,,0,7,Acer macrophyllum
91,1,0,,0,,,0,7,Acer macrophyllum
91,2,0,,0,,,0,7,Acer macrophyllum
92,1,0,,0,,,0,7,Acer macrophyllum
92,2,0,,0,,,0,7,Acer macrophyllum
93,1,0,,0,,,0,7,Acer macrophyllum
93,2,0,,0,,,0,7,Acer macrophyllum
94,1,0,,0,,,0,7,Acer macrophyllum
94,2,0,,0,,,0,7,Acer macrophyllum
95,1,0,,0,,,0,7,Acer macrophyllum
95,2,0,,0,,,0,7,Acer macrophyllum
96,1,0,,0,,,0,7,Acer macrophyllum
96,2,0,,0,,,0,7,Acer macrophyllum
97,1,0,,0,,,0,7,Acer macrophyllum
97,2,0,,0,,,0,7,Acer macrophyllum
98,1,0,,0,,,0,7,Acer macrophyllum
98,2,0,,0,,,0,7,Acer macrophyllum
99,1,0,,0,,,0,7,Acer macrophyllum
99,2,0,,0,,,0,7,Acer macrophyllum
100,1,0,,0,,,0,7,Acer macrophyllum
100,2,0,,0,,,0,7,Acer macrophyllum
101,1,0,,0,,,0,7,Acer macrophyllum
101,2,0,,0,,,0,7,Acer macrophyllum
102,1,0,,0,,,0,7,Acer macrophyllum
102,2,0,,0,,,0,7,Acer macrophyllum
103,1,0,,0,,,0,7,Acer macrophyllum
103,2,0,,0,,,0,7,Acer macrophyllum
104,1,0,,0,,,0,7,Acer macrophyllum
104,2,0,,0,,,0,7,Acer macrophyllum
105,1,0,,0,,,0,7,Acer macrophyllum
105,2,0,,0,,,0,7,Acer macrophyllum
106,1,0,,0,,,0,7,Acer macrophyllum
106,2,0,,0,,,0,7,Acer macrophyllum
107,1,0,,0,,,0,7,Acer macrophyllum
107,2,0,,0,,,0,7,Acer macrophyllum
108,1,0,,0,,,0,7,Acer macrophyllum
108,2,0,,0,,,0,7,Acer macrophyllum
109,1,0,,0,,,0,7,Acer macrophyllum
109,2,0,,0,,,0,7,Acer macrophyllum
110,1,0,,0,,,0,7,Acer macrophyllum
110,2,0,,0,,,0,7,Acer macrophyllum
111,1,0,,0,,,0,7,Acer macrophyllum
111,2,0,,0,,,0,7,Acer macrophyllum
112,1,0,,0,,,0,7,Acer macrophyllum
112,2,0,,0,,,0,7,Acer macrophyllum
113,1,0,,0,,,0,7,Acer macrophyllum
113,2,0,,0,,,0,7,Acer macrophyllum
114,1,0,,0,,,0,7,Acer macrophyllum
114,2,0,,0,,,0,7,Acer macrophyllum
115,1,0,,0,,,0,7,Acer macrophyllum
115,2,0,,0,,,0,7,Acer macrophyllum
116,1,0,,0,,,0,7,Acer macrophyllum
116,2,0,,0,,,0,7,Acer macrophyllum
117,1,0,,0,,,0,7,Acer macrophyllum
117,2,0,,0,,,0,7,Acer macrophyllum
118,1,0,,0,,,0,7,Acer macrophyllum
118,2,0,,0,,,0,7,Acer macrophyllum
119,1,0,,0,,,0,7,Acer macrophyllum
119,2,0,,0,,,0,7,Acer macrophyllum
120,1,0,,0,,,0,7,Acer macrophyllum
120,2,0,,0,,,0,7,Acer macrophyllum
121,1,0,,0,,,0,7,Acer macrophyllum
121,2,0,,0,,,0,7,Acer macrophyllum
122,1,0,,0,,,0,7,Acer macrophyllum
122,2,0,,0,,,0,7,Acer macrophyllum
123,1,0,,0,,,0,7,Acer macrophyllum
123,2,0,,0,,,0,7,Acer macrophyllum
124,1,0,,0,,,0,7,Acer macrophyllum
124,2,0,,0,,,0,7,Acer macrophyllum
125,1,0,,0,,,0,7,Acer macrophyllum
125,2,0,,0,,,0,7,Acer macrophyllum
126,1,0,,0,,,0,7,Acer macrophyllum
126,2,0,,0,,,0,7,Acer macrophyllum
127,1,0.0317844933950883,17.6741666666667,1.25,0.201016117905678,0,4.16666666666667,7,Acer macrophyllum
127,2,0.0304987231668784,19.685,1,0.112520976353928,0.166666666666667,0,7,Acer macrophyllum
128,1,0,,0,,,0,7,Acer macrophyllum
128,2,0,,0,,,0,7,Acer macrophyllum
129,1,0,,0,,,0,7,Acer macrophyllum
129,2,0,,0,,,0,7,Acer macrophyllum
130,1,0,,0,,,0,7,Acer macrophyllum
130,2,0,,0,,,0,7,Acer macrophyllum
131,1,0,,0,,,0,7,Acer macrophyllum
131,2,0,,0,,,0,7,Acer macrophyllum
132,1,0,,0,,,0,7,Acer macrophyllum
132,2,0,,0,,,0,7,Acer macrophyllum
133,1,0,,0,,,0,7,Acer macrophyllum
133,2,0,,0,,,0,7,Acer macrophyllum
134,1,0,,0,,,0,7,Acer macrophyllum
134,2,0,,0,,,0,7,Acer macrophyllum
135,1,0,,0,,,0,7,Acer macrophyllum
135,2,0,,0,,,0,7,Acer macrophyllum
136,1,0,,0,,,0,7,Acer macrophyllum
136,2,0,,0,,,0,7,Acer macrophyllum
137,1,0,,0,,,0,7,Acer macrophyllum
137,2,0,,0,,,0,7,Acer macrophyllum
138,1,0,,0,,,0,7,Acer macrophyllum
138,2,0,,0,,,0,7,Acer macrophyllum
139,1,0,,0,,,0,7,Acer macrophyllum
139,2,0,,0,,,0,7,Acer macrophyllum
140,1,0,,0,,,0,7,Acer macrophyllum
140,2,0,,0,,,0,7,Acer macrophyllum
141,1,0,,0,,,0,7,Acer macrophyllum
141,2,0,,0,,,0,7,Acer macrophyllum
142,1,0,,0,,,0,7,Acer macrophyllum
142,2,0,,0,,,0,7,Acer macrophyllum
143,1,0,,0,,,0,7,Acer macrophyllum
143,2,0,,0,,,0,7,Acer macrophyllum
144,1,0,,0,,,0,7,Acer macrophyllum
144,2,0,,0,,,0,7,Acer macrophyllum
145,1,0.00568652468417167,17.018,0.25,,,0,7,Acer macrophyllum
145,2,0.0076740847709316,13.97,0.5,-0.149253731343284,0,4.16666666666667,7,Acer macrophyllum
146,1,0,,0,,,0,7,Acer macrophyllum
146,2,0,,0,,,0,7,Acer macrophyllum
147,1,0,,0,,,0,7,Acer macrophyllum
147,2,0,,0,,,0,7,Acer macrophyllum
148,1,0,,0,,,0,7,Acer macrophyllum
148,2,0,,0,,,0,7,Acer macrophyllum
149,1,0,,0,,,0,7,Acer macrophyllum
149,2,0,,0,,,0,7,Acer macrophyllum
150,1,0,,0,,,0,7,Acer macrophyllum
150,2,0,,0,,,0,7,Acer macrophyllum
151,1,0.0308280830282918,39.624,0.25,0.0612244897959184,0,0,7,Acer macrophyllum
151,2,0.0320251794476596,40.386,0.25,0.0192307692307692,0,0,7,Acer macrophyllum
152,1,0.0139787925796022,15.113,0.75,0.0657108721624852,0,4.16666666666667,7,Acer macrophyllum
152,2,0.0122382523889023,17.653,0.5,0.112509534706331,0,0,7,Acer macrophyllum
153,1,0,,0,,,0,7,Acer macrophyllum
153,2,0,,0,,,0,7,Acer macrophyllum
154,1,0,,0,,,0,7,Acer macrophyllum
154,2,0,,0,,,0,7,Acer macrophyllum
155,1,0,,0,,,0,7,Acer macrophyllum
155,2,0,,0,,,0,7,Acer macrophyllum
156,1,0,,0,,,0,7,Acer macrophyllum
156,2,0,,0,,,0,7,Acer macrophyllum
157,1,0.0203481055918578,15.9596666666667,1,0.11048951048951,0,8.33333333333333,7,Acer macrophyllum
157,2,0.0240407363457808,17.78,1,0.112634279300946,0,0,7,Acer macrophyllum
158,1,0,,0,,,0,7,Acer macrophyllum
158,2,0,,0,,,0,7,Acer macrophyllum
159,1,0.126172695832672,26.2805333333333,2,0.0139760162478482,0,4.16666666666667,7,Acer macrophyllum
159,2,0.107499258459232,26.57475,1.5,0.0996782519504977,0,0,7,Acer macrophyllum
160,1,0,,0,,,0,7,Acer macrophyllum
160,2,0,,0,,,0,7,Acer macrophyllum
161,1,0,,0,,,0,7,Acer macrophyllum
161,2,0,,0,,,0,7,Acer macrophyllum
162,1,0.0183339433624452,20.447,0.5,0.0338935574229691,0.333333333333333,0,7,Acer macrophyllum
162,2,0.00355835327196218,13.462,0.25,0,0,0,7,Acer macrophyllum
163,1,0.0131566596947665,18.288,0.5,0.171875,0,4.16666666666667,7,Acer macrophyllum
163,2,0.00751067160892266,19.558,0.25,0.0266666666666666,0,0,7,Acer macrophyllum
164,1,0,,0,,,0,7,Acer macrophyllum
164,2,0,,0,,,0,7,Acer macrophyllum
165,1,0,,0,,,0,7,Acer macrophyllum
165,2,0,,0,,,0,7,Acer macrophyllum
166,1,0,,0,,,0,7,Acer macrophyllum
166,2,0,,0,,,0,7,Acer macrophyllum
167,1,0,,0,,,0,7,Acer macrophyllum
167,2,0,,0,,,0,7,Acer macrophyllum
168,1,0.101430169628342,22.5213333333333,2.25,0.159115104796969,0.0833333333333333,12.5,7,Acer macrophyllum
168,2,0,,0,,,0,7,Acer macrophyllum
169,1,0,,0,,,0,7,Acer macrophyllum
169,2,0,,0,,,0,7,Acer macrophyllum
170,1,0,,0,,,0,7,Acer macrophyllum
170,2,0,,0,,,0,7,Acer macrophyllum
171,1,0.086563372191621,33.4433333333333,1,0.0450467112438944,0,0,7,Acer macrophyllum
171,2,0.105515498678565,29.8661666666667,1.25,0.0608742395518106,0,4.16666666666667,7,Acer macrophyllum
172,1,0,,0,,,0,7,Acer macrophyllum
172,2,0,,0,,,0,7,Acer macrophyllum
173,1,0,,0,,,0,7,Acer macrophyllum
173,2,0,,0,,,0,7,Acer macrophyllum
174,1,0,,0,,,0,7,Acer macrophyllum
174,2,0,,0,,,0,7,Acer macrophyllum
1,1,0,,0,,,0,7,Acer macrophyllum
1,2,0,,0,,,0,7,Acer macrophyllum
2,1,0,,0,,,0,7,Acer macrophyllum
2,2,0,,0,,,0,7,Acer macrophyllum
3,1,0,,0,,,0,7,Acer macrophyllum
3,2,0,,0,,,0,7,Acer macrophyllum
4,1,0,,0,,,0,7,Acer macrophyllum
4,2,0,,0,,,0,7,Acer macrophyllum
5,1,0,,0,,,0,7,Acer macrophyllum
5,2,0,,0,,,0,7,Acer macrophyllum
6,1,0,,0,,,0,7,Acer macrophyllum
6,2,0,,0,,,0,7,Acer macrophyllum
7,1,0,,0,,,0,7,Acer macrophyllum
7,2,0,,0,,,0,7,Acer macrophyllum
8,1,0,,0,,,0,7,Acer macrophyllum
8,2,0,,0,,,0,7,Acer macrophyllum
9,1,0,,0,,,0,7,Acer macrophyllum
9,2,0,,0,,,0,7,Acer macrophyllum
10,1,0,,0,,,0,7,Acer macrophyllum
10,2,0,,0,,,0,7,Acer macrophyllum
11,1,0,,0,,,0,7,Acer macrophyllum
11,2,0,,0,,,0,7,Acer macrophyllum
12,1,0,,0,,,0,7,Acer macrophyllum
12,2,0,,0,,,0,7,Acer macrophyllum
13,1,0,,0,,,0,7,Acer macrophyllum
13,2,0,,0,,,0,7,Acer macrophyllum
14,1,0,,0,,,0,7,Acer macrophyllum
14,2,0,,0,,,0,7,Acer macrophyllum
15,1,0,,0,,,0,7,Acer macrophyllum
15,2,0,,0,,,0,7,Acer macrophyllum
16,1,0,,0,,,0,7,Acer macrophyllum
16,2,0,,0,,,0,7,Acer macrophyllum
17,1,0,,0,,,0,7,Acer macrophyllum
17,2,0,,0,,,0,7,Acer macrophyllum
18,1,0,,0,,,0,7,Acer macrophyllum
18,2,0,,0,,,0,7,Acer macrophyllum
19,1,0,,0,,,0,7,Acer macrophyllum
19,2,0,,0,,,0,7,Acer macrophyllum
20,1,0,,0,,,0,7,Acer macrophyllum
20,2,0,,0,,,0,7,Acer macrophyllum
21,1,0,,0,,,0,7,Acer macrophyllum
21,2,0,,0,,,0,7,Acer macrophyllum
22,1,0,,0,,,0,7,Acer macrophyllum
22,2,0,,0,,,0,7,Acer macrophyllum
23,1,0,,0,,,0,7,Acer macrophyllum
23,2,0,,0,,,0,7,Acer macrophyllum
24,1,0,,0,,,0,7,Acer macrophyllum
24,2,0,,0,,,0,7,Acer macrophyllum
25,1,0,,0,,,0,7,Acer macrophyllum
25,2,0,,0,,,0,7,Acer macrophyllum
26,1,0,,0,,,0,7,Acer macrophyllum
26,2,0,,0,,,0,7,Acer macrophyllum
27,1,0,,0,,,0,7,Acer macrophyllum
27,2,0,,0,,,0,7,Acer macrophyllum
28,1,0,,0,,,0,7,Acer macrophyllum
28,2,0,,0,,,0,7,Acer macrophyllum
175,1,0,,0,,,0,7,Acer macrophyllum
175,2,0,,0,,,0,7,Acer macrophyllum
176,1,0,,0,,,0,7,Acer macrophyllum
176,2,0,,0,,,0,7,Acer macrophyllum
177,1,0,,0,,,0,7,Acer macrophyllum
177,2,0,,0,,,0,7,Acer macrophyllum
178,1,0,,0,,,0,7,Acer macrophyllum
178,2,0,,0,,,0,7,Acer macrophyllum
179,1,0,,0,,,0,7,Acer macrophyllum
179,2,0,,0,,,0,7,Acer macrophyllum
180,1,0,,0,,,0,7,Acer macrophyllum
180,2,0,,0,,,0,7,Acer macrophyllum
181,1,0,,0,,,0,7,Acer macrophyllum
181,2,0,,0,,,0,7,Acer macrophyllum
182,1,0,,0,,,0,7,Acer macrophyllum
182,2,0,,0,,,0,7,Acer macrophyllum
183,1,0,,0,,,0,7,Acer macrophyllum
183,2,0,,0,,,0,7,Acer macrophyllum
184,1,0,,0,,,0,7,Acer macrophyllum
184,2,0,,0,,,0,7,Acer macrophyllum
185,1,0,,0,,,0,7,Acer macrophyllum
185,2,0,,0,,,0,7,Acer macrophyllum
186,1,0,,0,,,0,7,Acer macrophyllum
186,2,0,,0,,,0,7,Acer macrophyllum
187,1,0,,0,,,0,7,Acer macrophyllum
187,2,0,,0,,,0,7,Acer macrophyllum
188,1,0,,0,,,0,7,Acer macrophyllum
188,2,0,,0,,,0,7,Acer macrophyllum
189,1,0,,0,,,0,7,Acer macrophyllum
189,2,0,,0,,,0,7,Acer macrophyllum
190,1,0,,0,,,0,7,Acer macrophyllum
190,2,0,,0,,,0,7,Acer macrophyllum
191,1,0,,0,,,0,7,Acer macrophyllum
191,2,0,,0,,,0,7,Acer macrophyllum
192,1,0,,0,,,0,7,Acer macrophyllum
192,2,0,,0,,,0,7,Acer macrophyllum
193,1,0,,0,,,0,7,Acer macrophyllum
193,2,0,,0,,,0,7,Acer macrophyllum
194,1,0,,0,,,0,7,Acer macrophyllum
194,2,0,,0,,,0,7,Acer macrophyllum
195,1,0,,0,,,0,7,Acer macrophyllum
195,2,0,,0,,,0,7,Acer macrophyllum
196,1,0,,0,,,0,7,Acer macrophyllum
196,2,0,,0,,,0,7,Acer macrophyllum
197,1,0,,0,,,0,7,Acer macrophyllum
197,2,0,,0,,,0,7,Acer macrophyllum
198,1,0,,0,,,0,7,Acer macrophyllum
198,2,0,,0,,,0,7,Acer macrophyllum
199,1,0,,0,,,0,7,Acer macrophyllum
199,2,0,,0,,,0,7,Acer macrophyllum
200,1,0,,0,,,0,7,Acer macrophyllum
200,2,0,,0,,,0,7,Acer macrophyllum
201,1,0,,0,,,0,7,Acer macrophyllum
201,2,0,,0,,,0,7,Acer macrophyllum
202,1,0,,0,,,0,7,Acer macrophyllum
202,2,0,,0,,,0,7,Acer macrophyllum
203,1,0,,0,,,0,7,Acer macrophyllum
203,2,0,,0,,,0,7,Acer macrophyllum
204,1,0,,0,,,0,7,Acer macrophyllum
204,2,0,,0,,,0,7,Acer macrophyllum
205,1,0,,0,,,0,7,Acer macrophyllum
205,2,0,,0,,,0,7,Acer macrophyllum
206,1,0,,0,,,0,7,Acer macrophyllum
206,2,0,,0,,,0,7,Acer macrophyllum
207,1,0,,0,,,0,7,Acer macrophyllum
207,2,0,,0,,,0,7,Acer macrophyllum
208,1,0,,0,,,0,7,Acer macrophyllum
208,2,0,,0,,,0,7,Acer macrophyllum
209,1,0,,0,,,0,7,Acer macrophyllum
209,2,0,,0,,,0,7,Acer macrophyllum
210,1,0,,0,,,0,7,Acer macrophyllum
210,2,0,,0,,,0,7,Acer macrophyllum
211,1,0,,0,,,0,7,Acer macrophyllum
211,2,0,,0,,,0,7,Acer macrophyllum
212,1,0,,0,,,0,7,Acer macrophyllum
212,2,0,,0,,,0,7,Acer macrophyllum
213,1,0,,0,,,0,7,Acer macrophyllum
213,2,0,,0,,,0,7,Acer macrophyllum
214,1,0,,0,,,0,7,Acer macrophyllum
214,2,0,,0,,,0,7,Acer macrophyllum
215,1,0,,0,,,0,7,Acer macrophyllum
215,2,0,,0,,,0,7,Acer macrophyllum
216,1,0,,0,,,0,7,Acer macrophyllum
216,2,0,,0,,,0,7,Acer macrophyllum
217,1,0,,0,,,0,7,Acer macrophyllum
217,2,0,,0,,,0,7,Acer macrophyllum
218,1,0,,0,,,0,7,Acer macrophyllum
218,2,0,,0,,,0,7,Acer macrophyllum
219,1,0,,0,,,0,7,Acer macrophyllum
219,2,0,,0,,,0,7,Acer macrophyllum
220,1,0,,0,,,0,7,Acer macrophyllum
220,2,0,,0,,,0,7,Acer macrophyllum
221,1,0,,0,,,0,7,Acer macrophyllum
221,2,0,,0,,,0,7,Acer macrophyllum
222,1,0,,0,,,0,7,Acer macrophyllum
222,2,0,,0,,,0,7,Acer macrophyllum
223,1,0,,0,,,0,7,Acer macrophyllum
223,2,0,,0,,,0,7,Acer macrophyllum
224,1,0,,0,,,0,7,Acer macrophyllum
224,2,0,,0,,,0,7,Acer macrophyllum
225,1,0,,0,,,0,7,Acer macrophyllum
225,2,0,,0,,,0,7,Acer macrophyllum
226,1,0,,0,,,0,7,Acer macrophyllum
226,2,0,,0,,,0,7,Acer macrophyllum
227,1,0,,0,,,0,7,Acer macrophyllum
227,2,0,,0,,,0,7,Acer macrophyllum
228,1,0,,0,,,0,7,Acer macrophyllum
228,2,0,,0,,,0,7,Acer macrophyllum
229,1,0,,0,,,0,7,Acer macrophyllum
229,2,0,,0,,,0,7,Acer macrophyllum
230,1,0,,0,,,0,7,Acer macrophyllum
230,2,0,,0,,,0,7,Acer macrophyllum
231,1,0,,0,,,0,7,Acer macrophyllum
231,2,0,,0,,,0,7,Acer macrophyllum
232,1,0,,0,,,0,7,Acer macrophyllum
232,2,0,,0,,,0,7,Acer macrophyllum
233,1,0,,0,,,0,7,Acer macrophyllum
233,2,0,,0,,,0,7,Acer macrophyllum
234,1,0,,0,,,0,7,Acer macrophyllum
234,2,0,,0,,,0,7,Acer macrophyllum
235,1,0,,0,,,0,7,Acer macrophyllum
235,2,0,,0,,,0,7,Acer macrophyllum
236,1,0,,0,,,0,7,Acer macrophyllum
236,2,0,,0,,,0,7,Acer macrophyllum
237,1,0,,0,,,0,7,Acer macrophyllum
237,2,0,,0,,,0,7,Acer macrophyllum
238,1,0,,0,,,0,7,Acer macrophyllum
238,2,0,,0,,,0,7,Acer macrophyllum
239,1,0,,0,,,0,7,Acer macrophyllum
239,2,0,,0,,,0,7,Acer macrophyllum
240,1,0,,0,,,0,7,Acer macrophyllum
240,2,0,,0,,,0,7,Acer macrophyllum
241,1,0,,0,,,0,7,Acer macrophyllum
241,2,0,,0,,,0,7,Acer macrophyllum
242,1,0,,0,,,0,7,Acer macrophyllum
242,2,0,,0,,,0,7,Acer macrophyllum
243,1,0,,0,,,0,7,Acer macrophyllum
243,2,0,,0,,,0,7,Acer macrophyllum
244,1,0,,0,,,0,7,Acer macrophyllum
244,2,0,,0,,,0,7,Acer macrophyllum
245,1,0,,0,,,0,7,Acer macrophyllum
245,2,0,,0,,,0,7,Acer macrophyllum
246,1,0,,0,,,0,7,Acer macrophyllum
246,2,0,,0,,,0,7,Acer macrophyllum
247,1,0,,0,,,0,7,Acer macrophyllum
247,2,0,,0,,,0,7,Acer macrophyllum
248,1,0,,0,,,0,7,Acer macrophyllum
248,2,0,,0,,,0,7,Acer macrophyllum
249,1,0,,0,,,0,7,Acer macrophyllum
249,2,0,,0,,,0,7,Acer macrophyllum
250,1,0,,0,,,0,7,Acer macrophyllum
250,2,0,,0,,,0,7,Acer macrophyllum
251,1,0,,0,,,0,7,Acer macrophyllum
251,2,0,,0,,,0,7,Acer macrophyllum
252,1,0,,0,,,0,7,Acer macrophyllum
252,2,0,,0,,,0,7,Acer macrophyllum
253,1,0,,0,,,0,7,Acer macrophyllum
253,2,0,,0,,,0,7,Acer macrophyllum
254,1,0,,0,,,0,7,Acer macrophyllum
254,2,0,,0,,,0,7,Acer macrophyllum
255,1,0,,0,,,0,7,Acer macrophyllum
255,2,0,,0,,,0,7,Acer macrophyllum
256,1,0,,0,,,0,7,Acer macrophyllum
256,2,0,,0,,,0,7,Acer macrophyllum
257,1,0,,0,,,0,7,Acer macrophyllum
257,2,0,,0,,,0,7,Acer macrophyllum
258,1,0,,0,,,0,7,Acer macrophyllum
258,2,0,,0,,,0,7,Acer macrophyllum
259,1,0,,0,,,0,7,Acer macrophyllum
259,2,0,,0,,,0,7,Acer macrophyllum
260,1,0,,0,,,0,7,Acer macrophyllum
260,2,0,,0,,,0,7,Acer macrophyllum
261,1,0,,0,,,0,7,Acer macrophyllum
261,2,0,,0,,,0,7,Acer macrophyllum
262,1,0,,0,,,0,7,Acer macrophyllum
262,2,0,,0,,,0,7,Acer macrophyllum
263,1,0,,0,,,0,7,Acer macrophyllum
263,2,0,,0,,,0,7,Acer macrophyllum
264,1,0,,0,,,0,7,Acer macrophyllum
264,2,0,,0,,,0,7,Acer macrophyllum
265,1,0,,0,,,0,7,Acer macrophyllum
265,2,0,,0,,,0,7,Acer macrophyllum
266,1,0,,0,,,0,7,Acer macrophyllum
266,2,0,,0,,,0,7,Acer macrophyllum
267,1,0,,0,,,0,7,Acer macrophyllum
267,2,0,,0,,,0,7,Acer macrophyllum
268,1,0,,0,,,0,7,Acer macrophyllum
268,2,0,,0,,,0,7,Acer macrophyllum
269,1,0,,0,,,0,7,Acer macrophyllum
269,2,0,,0,,,0,7,Acer macrophyllum
270,1,0,,0,,,0,7,Acer macrophyllum
270,2,0,,0,,,0,7,Acer macrophyllum
271,1,0,,0,,,0,7,Acer macrophyllum
271,2,0,,0,,,0,7,Acer macrophyllum
272,1,0,,0,,,0,7,Acer macrophyllum
272,2,0,,0,,,0,7,Acer macrophyllum
273,1,0,,0,,,0,7,Acer macrophyllum
273,2,0,,0,,,0,7,Acer macrophyllum
274,1,0,,0,,,0,7,Acer macrophyllum
274,2,0,,0,,,0,7,Acer macrophyllum
275,1,0,,0,,,0,7,Acer macrophyllum
275,2,0,,0,,,0,7,Acer macrophyllum
276,1,0,,0,,,0,7,Acer macrophyllum
276,2,0,,0,,,0,7,Acer macrophyllum
277,1,0,,0,,,0,7,Acer macrophyllum
277,2,0,,0,,,0,7,Acer macrophyllum
278,1,0,,0,,,0,7,Acer macrophyllum
278,2,0,,0,,,0,7,Acer macrophyllum
279,1,0,,0,,,0,7,Acer macrophyllum
279,2,0,,0,,,0,7,Acer macrophyllum
280,1,0,,0,,,0,7,Acer macrophyllum
280,2,0,,0,,,0,7,Acer macrophyllum
281,1,0,,0,,,0,7,Acer macrophyllum
281,2,0,,0,,,0,7,Acer macrophyllum
282,1,0,,0,,,0,7,Acer macrophyllum
282,2,0,,0,,,0,7,Acer macrophyllum
283,1,0,,0,,,0,7,Acer macrophyllum
283,2,0,,0,,,0,7,Acer macrophyllum
284,1,0,,0,,,0,7,Acer macrophyllum
284,2,0,,0,,,0,7,Acer macrophyllum
285,1,0,,0,,,0,7,Acer macrophyllum
285,2,0,,0,,,0,7,Acer macrophyllum
286,1,0,,0,,,0,7,Acer macrophyllum
286,2,0,,0,,,0,7,Acer macrophyllum
287,1,0,,0,,,0,7,Acer macrophyllum
287,2,0,,0,,,0,7,Acer macrophyllum
288,1,0,,0,,,0,7,Acer macrophyllum
288,2,0,,0,,,0,7,Acer macrophyllum
289,1,0,,0,,,0,7,Acer macrophyllum
289,2,0,,0,,,0,7,Acer macrophyllum
290,1,0,,0,,,0,7,Acer macrophyllum
290,2,0,,0,,,0,7,Acer macrophyllum
291,1,0,,0,,,0,7,Acer macrophyllum
291,2,0,,0,,,0,7,Acer macrophyllum
292,1,0,,0,,,0,7,Acer macrophyllum
292,2,0,,0,,,0,7,Acer macrophyllum
293,1,0,,0,,,0,7,Acer macrophyllum
293,2,0,,0,,,0,7,Acer macrophyllum
