siteID,year,temp,tempmax,tempmin,prec,precseas,precwarmq
29,0,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,0,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,0,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,0,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,1,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,1,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,1,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,1,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,2,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,2,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,2,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
29,2,11.2291669845581,25.8999996185303,2.09999990463257,1497,71.8704681396484,79
30,0,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,0,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,0,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,0,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,1,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,1,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,1,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,1,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,2,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,2,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,2,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
30,2,11.5249996185303,26.5,2.20000004768372,1536,73.9243927001953,77
31,0,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,0,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,0,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,0,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,1,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,1,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,1,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,1,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,2,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,2,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,2,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
31,2,10.6916666030884,22.7999992370606,2.70000004768372,1880,70.15234375,103
32,0,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,0,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,0,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,0,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,1,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,1,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,1,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,1,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,2,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,2,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,2,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
32,2,11.3541669845581,22.2000007629395,3,1728,71.1691818237305,91
33,0,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,0,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,0,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,0,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,1,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,1,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,1,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,1,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,2,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,2,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,2,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
33,2,9.92083358764648,24,1.39999997615814,2012,74.9658889770508,99
34,0,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,0,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,0,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,0,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,1,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,1,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,1,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,1,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,2,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,2,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,2,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
34,2,11.3416662216187,20.8999996185303,3.79999995231628,1810,66.8274688720703,103
35,0,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,0,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,0,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,0,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,1,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,1,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,1,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,1,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,2,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,2,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,2,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
35,2,10.9916667938232,24,2.40000009536743,1732,70.1333847045899,93
36,0,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,0,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,0,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,0,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,1,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,1,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,1,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,1,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,2,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,2,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,2,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
36,2,11.5708332061768,20.7999992370605,3.59999990463257,1753,71.7567977905274,90
37,0,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
37,0,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
37,0,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
37,0,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
37,1,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
37,1,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
37,1,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
37,1,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
37,2,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
37,2,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
37,2,4.97916650772095,24.2999992370606,-7.09999990463257,584,45.4478721618652,70
